portfolio,id_ordre_travail,id_demande,etat,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,ot_fils,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_families,parts_request_status,creation_hour,creation_day_of_week,creation_day_of_month,creation_month,creation_quarter,creation_is_weekend,creation_is_business_hours,days_since_last_maintenance,equipment_failure_count,equipment_avg_cost,equipment_avg_duration,famille_failure_count,famille_avg_cost,equipment_age_days,site_failure_count,site_avg_cost,zone_failure_count,has_spare_parts,spare_parts_cost_ratio,famille_spare_parts_usage_rate,anomaly_travaux_de_maintenance,anomaly_dégradation,anomaly_endomagement,anomaly_arrachement,anomaly_endommage,anomaly_dégradtion_du_sol,anomaly_desencastrement,anomaly_serrure_endommagé_,anomaly_chasse_endommagé_,anomaly_flux_lumineux_faible_,anomaly_poigné_endommagé_,anomaly_endommagement_,anomaly_dégradation_,anomaly_brèche_à_la_clôture_,anomaly_déformation,anomaly_habillage_dégradé_,anomaly_dégradation_des_matériaux_,anomaly_sol_defectué,anomaly_bouchage_,anomaly_dérangement_au_niveau_de_la_centrale_,anomaly_recurrence_count,urgence_Faible,urgence_Fort,urgence_Moyen,famille_high_urgency_rate,provider_avg_time_to_closure,provider_avg_cost,provider_work_volume,rolling_7d_failures,rolling_30d_failures,rolling_7d_avg_cost,rolling_30d_avg_cost,portfolio_encoded,site_encoded,zone_encoded,famille_encoded,groupe_encoded,prestataire_encoded,etat_encoded,days_to_next_failure,will_fail_within_30_days,anomaly_type_encoded,spare_parts_cost_target,intervention_duration_target,will_need_spare_parts
equipement,15187,15309,OT Rejeté,Faible,non,True,False,False,False,TM2,TM02,Equipement d'instrumentation,Clinomètre,Non,TME,0.0,0.0,0.0,0.0,0,0.0,18,,,0,0.0,0.0,,,12,3,13,3,1,0,1,9.809027777777779,1,0.0,0.0,2,0.0,0.0,104,9151.858653846155,96,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,0.0,,0.0,2,1.0,1.0,0.0,0.0,1,3,6,5,21,8,5,,0,67,0.0,0.0,0
equipement,14805,14873,OT Crée,Moyen,non,False,False,False,False,TM2,TM02,Equipement d'instrumentation,Joint-metre,Non,TME,0.0,0.0,0.0,0.0,0,0.0,120,,,0,0.0,0.0,,,8,2,26,2,1,0,1,9.809027777777779,1,0.0,0.0,2,0.0,0.0,104,9151.858653846155,96,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,,0.0,2,1.0,1.0,0.0,0.0,1,3,6,5,53,8,1,,0,210,0.0,0.0,0
equipement,14103,14115,OT Realisé,Moyen,non,False,False,False,False,TM2,TM02,Equipement météorologique et hydrographique,Station météo,Non,TMU,269.76,0.0,0.0,269.76,2,21.65,146,72.46666666666667,3.45,0,0.0,0.0,,,9,2,29,1,1,0,1,9.809027777777779,2,7642.7300000000005,11.455,4,17829.37,0.0,104,9151.858653846155,96,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,269.76,269.76,1,3,6,13,106,9,4,14.150694444444444,1,129,0.0,21.65,0
equipement,14442,14512,OT Cloturé,Moyen,oui,False,False,True,False,TM2,TM02,Equipement météorologique et hydrographique,Station météo,Non,TMU,15.7,15000.0,0.0,15015.7,2,1.26,146,1.9,0.36666666666666664,1,1.0,15000.0,ELECTRONIQUE,cloture,12,2,12,2,1,0,1,14.150694444444444,2,7642.7300000000005,11.455,4,17829.37,14.150694444444444,104,9151.858653846155,96,1,0.9989544276990083,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,7642.7300000000005,7642.7300000000005,1,3,6,13,106,9,0,,0,129,15000.0,1.26,1
equipement,13742,13772,OT Cloturé,Moyen,non,False,False,True,False,TM2,TM02,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,1744.93,0.0,0.0,1744.93,2,89.76,148,94.6,4.816666666666666,1,20.0,20.0,DIVERS,rejet,12,5,11,1,1,1,1,9.809027777777779,1,1744.93,89.76,12,4402.509166666667,0.0,104,9151.858653846155,96,1,0.011461777836360197,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,1744.93,1744.93,1,3,6,6,115,9,0,,0,35,20.0,89.76,1
equipement,15308,15430,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de balisage maritime,Feu de musoir tribord,Non,TMU,2956.9,0.0,0.0,2956.9,1,106.44,181,144.48333333333332,37.96666666666667,0,0.0,0.0,,,22,1,18,3,1,0,0,9.809027777777779,2,2146.42,77.265,5,1290.768,0.0,1119,5713.647426273458,375,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,2956.9,2956.9,1,2,5,7,47,9,0,5.158333333333333,1,208,0.0,106.44,0
equipement,15394,15517,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de balisage maritime,Feu de musoir tribord,Non,TMU,1335.94,0.0,0.0,1335.94,1,48.09,181,59.5,11.333333333333334,0,0.0,0.0,,,1,0,24,3,1,0,0,5.158333333333333,2,2146.42,77.265,5,1290.768,5.158333333333333,1119,5713.647426273458,375,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,2146.42,2146.42,1,2,5,7,47,9,0,,0,208,0.0,48.09,0
equipement,14440,14515,OT Cloturé,Moyen,oui,False,False,True,False,PPR,PPR01,Equipement météorologique et hydrographique,Station météo,Non,TMU,16.2,41000.0,0.0,41016.2,2,1.3,186,1.75,0.4,1,1.0,41000.0,ELECTRONIQUE,cloture,12,2,12,2,1,0,1,9.809027777777779,1,41016.2,1.3,4,17829.37,0.0,488,17924.41973360656,386,1,0.9996050341084742,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,41016.2,41016.2,1,1,2,13,106,9,0,,0,129,41000.0,1.3,1
equipement,14441,14514,OT Cloturé,Moyen,oui,False,False,True,False,PPR,PPR01,Equipement météorologique et hydrographique,Station météo,Non,TMU,15.82,15000.0,0.0,15015.82,2,1.27,187,1.7333333333333334,0.38333333333333336,2,2.0,56000.0,ELECTRONIQUE,cloture,12,2,12,2,1,0,1,9.809027777777779,1,15015.82,1.27,4,17829.37,0.0,488,17924.41973360656,386,1,3.729400059404015,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,15015.82,15015.82,1,1,2,13,106,9,0,,0,129,56000.0,1.27,1
equipement,15514,15640,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Equipement de balisage maritime,Feu d'extrémité,Non,TMU,10.56,0.0,0.0,10.56,2,0.19,190,87.91666666666667,87.7,0,0.0,0.0,,,19,5,29,3,1,1,0,9.809027777777779,1,10.56,0.19,5,1290.768,0.0,488,17924.41973360656,386,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,10.56,10.56,1,1,2,7,45,9,0,,0,43,0.0,0.19,0
equipement,13743,13773,OT Cloturé,Moyen,non,False,False,True,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,22666.79,19.6,0.0,22686.39,2,389.33,224,394.0833333333333,4.733333333333333,4,20.0,27.6,DIVERS,cloture,12,5,11,1,1,1,1,9.809027777777779,1,22686.39,389.33,12,4402.509166666667,0.0,1119,5713.647426273458,375,1,0.0012165884479637351,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,22686.39,22686.39,1,2,5,6,115,9,0,,0,35,27.6,389.33,1
equipement,15386,15504,OT Cloturé,Moyen,non,False,False,True,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,1413.29,380.0,0.0,1793.29,1,48.55,234,167.7,86.91666666666667,1,2.0,380.0,ELECTRONIQUE,cloture,23,5,22,3,1,1,0,9.809027777777779,1,1793.29,48.55,12,4402.509166666667,0.0,1119,5713.647426273458,375,1,0.21190103106580643,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,1793.29,1793.29,1,2,5,6,115,9,0,,0,88,380.0,48.55,1
equipement,14468,14573,OT Rejeté,Moyen,non,False,False,False,True,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,238,17.7,17.3,0,0.0,0.0,,,18,3,13,2,1,0,0,9.809027777777779,2,23.29,0.4,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,23.29,23.29,1,2,5,6,115,9,5,0.0,1,66,0.0,0.4,0
equipement,14467,14572,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,238,17.716666666666665,17.316666666666666,0,0.0,0.0,,,18,3,13,2,1,0,0,0.0,2,23.29,0.4,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,23.29,23.29,1,2,5,6,115,9,0,,0,66,0.0,0.4,0
equipement,14422,14477,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,5228.74,0.0,0.0,5228.74,2,89.81,239,121.55,24.25,0,0.0,0.0,,,21,1,11,2,1,0,0,9.809027777777779,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,5228.74,5228.74,1,2,5,6,115,9,0,2.020138888888889,1,38,0.0,89.81,0
equipement,14470,14575,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,239,14.183333333333334,13.783333333333333,0,0.0,0.0,,,22,3,13,2,1,0,0,2.020138888888889,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,2.020138888888889,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,2626.015,2626.015,1,2,5,6,115,9,4,0.0,1,66,0.0,0.4,0
equipement,14469,14574,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,239,14.2,13.783333333333333,0,0.0,0.0,,,22,3,13,2,1,0,0,0.0,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,2.020138888888889,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,3.0,3.0,1758.4399999999998,1758.4399999999998,1,2,5,6,115,9,4,,0,66,0.0,0.4,0
equipement,14471,14576,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,22.71,0.0,0.0,22.71,2,0.39,240,14.166666666666666,13.766666666666667,0,0.0,0.0,,,22,3,13,2,1,0,0,9.809027777777779,1,22.71,0.39,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,22.71,22.71,1,2,5,6,115,9,4,,0,66,0.0,0.39,0
equipement,14322,14341,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,2157.05,0.0,0.0,2157.05,2,37.05,241,154.81666666666666,90.0,0,0.0,0.0,,,15,4,7,2,1,0,1,9.809027777777779,1,2157.05,37.05,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,2157.05,2157.05,1,2,5,6,115,9,0,,0,38,0.0,37.05,0
equipement,14517,14569,OT Cloturé,Moyen,non,False,False,True,False,PPR,PPR01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,6831.53,380.0,0.0,7211.53,1,234.68,243,594.45,271.5,1,2.0,380.0,ELECTRONIQUE,cloture,8,0,17,2,1,0,1,9.809027777777779,1,7211.53,234.68,12,4402.509166666667,0.0,488,17924.41973360656,386,1,0.052693395160250324,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,7211.53,7211.53,1,1,2,6,115,9,0,,0,88,380.0,234.68,1
equipement,15492,15620,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,11892.31,0.0,0.0,11892.31,1,408.53,245,1101.7166666666667,685.9666666666667,0,0.0,0.0,,,22,3,27,3,1,0,0,9.809027777777779,1,11892.31,408.53,12,4402.509166666667,0.0,488,17924.41973360656,386,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,11892.31,11892.31,1,1,2,6,115,9,0,,0,172,0.0,408.53,0
equipement,15039,15124,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de balisage maritime,Feu de guidage,Non,TMU,457.81,0.0,0.0,457.81,1,16.48,255,80.33333333333333,43.21666666666667,0,0.0,0.0,,,11,4,7,3,1,0,1,9.809027777777779,1,457.81,16.48,5,1290.768,0.0,1119,5713.647426273458,375,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,457.81,457.81,1,2,5,7,46,9,0,,0,208,0.0,16.48,0
infrastructure,14132,14174,OT Crée,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,286,,,0,0.0,0.0,,,3,3,30,1,1,0,0,9.809027777777779,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,9,31,119,4,1,,0,231,0.0,0.0,0
infrastructure,13681,13713,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,11.31,0.0,0.0,11.31,2,0.32,287,1.3833333333333333,0.2833333333333333,0,0.0,0.0,,,15,3,9,1,1,0,1,9.809027777777779,1,11.31,0.32,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,11.31,11.31,2,2,9,31,119,9,0,,0,56,0.0,0.32,0
infrastructure,13854,13881,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,371.36,0.0,0.0,371.36,3,0.77,290,95.2,71.91666666666667,0,0.0,0.0,,,14,4,17,1,1,0,1,9.809027777777779,1,371.36,0.77,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,371.36,371.36,2,2,9,31,119,9,0,,0,56,0.0,0.77,0
infrastructure,13779,13824,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,3371.34,0.0,0.0,3371.34,5,12.31,294,35.38333333333333,11.916666666666666,0,0.0,0.0,,,9,2,15,1,1,0,1,9.809027777777779,1,3371.34,12.31,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,3371.34,3371.34,2,2,5,31,119,6,0,,0,10,0.0,12.31,0
infrastructure,14351,14400,OT Realisé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,55.2,0.0,0.0,55.2,1,0.46,295,7174.633333333333,7174.166666666667,0,0.0,0.0,,,11,6,9,2,1,1,1,9.809027777777779,1,55.2,0.46,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,55.2,55.2,2,2,9,31,119,9,4,,0,56,0.0,0.46,0
infrastructure,15470,15604,OT Crée,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,296,,,0,0.0,0.0,,,21,2,26,3,1,0,0,9.809027777777779,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,9,31,119,4,1,,0,100,0.0,0.0,0
infrastructure,14276,14330,OT Cloturé,Moyen,non,True,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,1402.39,0.0,0.0,1402.39,2,14.59,297,2463.483333333333,2448.883333333333,0,0.0,0.0,,,7,3,6,2,1,0,0,9.809027777777779,1,1402.39,14.59,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,1402.39,1402.39,2,2,5,31,119,6,0,,0,77,0.0,14.59,0
infrastructure,14055,14104,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,NZALA,1424.5,0.0,0.0,1424.5,2,14.82,298,2718.3166666666666,2703.483333333333,0,0.0,0.0,,,16,6,26,1,1,1,1,9.809027777777779,2,1834.45,19.085,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,1424.5,1424.5,2,2,9,31,119,6,0,9.065277777777778,1,231,0.0,14.82,0
infrastructure,14254,14297,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,NZALA,2244.4,0.0,0.0,2244.4,2,23.35,298,2509.266666666667,2485.9166666666665,0,0.0,0.0,,,18,1,4,2,1,0,0,9.065277777777778,2,1834.45,19.085,169,38613.19414201183,9.065277777777778,1119,5713.647426273458,51,0,0.0,0.01775147928994083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,739.3518361581921,10772.079081632653,392,2.0,2.0,1834.45,1834.45,2,2,9,31,119,6,0,,0,231,0.0,23.35,0
infrastructure,15497,15624,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,5488.35,0.0,0.0,5488.35,2,17.07,302,142.95,125.76666666666667,0,0.0,0.0,,,10,4,28,3,1,0,1,9.809027777777779,1,5488.35,17.07,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,5488.35,5488.35,2,2,9,31,119,9,0,,0,56,0.0,17.07,0
infrastructure,13639,13667,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,8917.05,0.0,0.0,8917.05,2,92.77,306,3348.05,1774.2166666666667,0,0.0,0.0,,,19,1,7,1,1,0,0,9.809027777777779,1,8917.05,92.77,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,8917.05,8917.05,2,2,5,31,119,6,0,,0,10,0.0,92.77,0
infrastructure,13792,13815,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,318,,,0,0.0,0.0,,,14,2,15,1,1,0,1,9.809027777777779,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,5,31,119,4,1,,0,92,0.0,0.0,0
infrastructure,14706,14796,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,2128.26,0.0,0.0,2128.26,1,35.92,324,761.3666666666667,725.4333333333333,0,0.0,0.0,,,0,6,23,2,1,1,0,9.809027777777779,1,2128.26,35.92,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,2128.26,2128.26,2,2,5,31,119,6,0,,0,55,0.0,35.92,0
infrastructure,13610,13645,OT Rejeté,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,328,,,0,0.0,0.0,,,21,0,6,1,1,0,0,9.809027777777779,1,0.0,0.0,169,38613.19414201183,0.0,488,17924.41973360656,386,0,0.0,0.01775147928994083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,1,2,31,119,4,5,,0,10,0.0,0.0,0
infrastructure,14907,14991,OT Rejeté,Moyen,non,True,False,False,False,PPR,PPR01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,336,,,0,0.0,0.0,,,11,6,2,3,1,1,1,9.809027777777779,1,0.0,0.0,169,38613.19414201183,0.0,488,17924.41973360656,386,0,0.0,0.01775147928994083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,1,2,31,119,4,5,,0,10,0.0,0.0,0
infrastructure,14131,14173,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,344,,,0,0.0,0.0,,,3,3,30,1,1,0,0,9.809027777777779,6,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,5,31,119,4,1,10.396527777777777,1,92,0.0,0.0,0
infrastructure,14362,14411,OT Rejeté,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,344,,,0,0.0,0.0,,,13,6,9,2,1,1,1,10.396527777777777,6,0.0,0.0,169,38613.19414201183,10.396527777777777,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.0,4873.280000000001,94899.46666666666,60,2.0,2.0,0.0,0.0,2,2,5,31,119,4,5,29.429166666666667,1,92,0.0,0.0,0
infrastructure,15117,15225,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,344,,,0,0.0,0.0,,,23,0,10,3,1,0,0,29.429166666666667,6,0.0,0.0,169,38613.19414201183,39.825694444444444,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.0,4873.280000000001,94899.46666666666,60,3.0,3.0,0.0,0.0,2,2,5,31,119,4,1,5.5993055555555555,1,92,0.0,0.0,0
infrastructure,15251,15365,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,344,,,0,0.0,0.0,,,13,6,16,3,1,1,1,5.5993055555555555,6,0.0,0.0,169,38613.19414201183,45.425,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.0,4873.280000000001,94899.46666666666,60,4.0,4.0,0.0,0.0,2,2,5,31,119,4,1,0.13819444444444445,1,92,0.0,0.0,0
infrastructure,15263,15377,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,344,,,0,0.0,0.0,,,17,6,16,3,1,1,1,0.13819444444444445,6,0.0,0.0,169,38613.19414201183,45.56319444444444,1119,5713.647426273458,375,0,0.0,0.01775147928994083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.0,4873.280000000001,94899.46666666666,60,5.0,5.0,0.0,0.0,2,2,5,31,119,4,1,9.925,1,92,0.0,0.0,0
