portfolio,id_ordre_travail,id_demande,etat,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,ot_fils,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_families,parts_request_status,creation_hour,creation_day_of_week,creation_day_of_month,creation_month,creation_quarter,creation_is_weekend,creation_is_business_hours,days_since_last_maintenance,equipment_failure_count,equipment_avg_cost,equipment_avg_duration,famille_failure_count,famille_avg_cost,equipment_age_days,site_failure_count,site_avg_cost,zone_failure_count,has_spare_parts,spare_parts_cost_ratio,famille_spare_parts_usage_rate,anomaly_travaux_de_maintenance,anomaly_dégradation,anomaly_endomagement,anomaly_arrachement,anomaly_endommage,anomaly_dégradtion_du_sol,anomaly_desencastrement,anomaly_serrure_endommagé_,anomaly_chasse_endommagé_,anomaly_flux_lumineux_faible_,anomaly_poigné_endommagé_,anomaly_endommagement_,anomaly_dégradation_,anomaly_brèche_à_la_clôture_,anomaly_déformation,anomaly_habillage_dégradé_,anomaly_dégradation_des_matériaux_,anomaly_sol_defectué,anomaly_dérangement_au_niveau_de_la_centrale_,anomaly_fuite_d'eau,anomaly_recurrence_count,urgence_Faible,urgence_Fort,urgence_Moyen,famille_high_urgency_rate,provider_avg_time_to_closure,provider_avg_cost,provider_work_volume,rolling_7d_failures,rolling_30d_failures,rolling_7d_avg_cost,rolling_30d_avg_cost,portfolio_encoded,site_encoded,zone_encoded,famille_encoded,groupe_encoded,prestataire_encoded,etat_encoded,days_to_next_failure,will_fail_within_30_days,anomaly_type_encoded,spare_parts_cost_target,intervention_duration_target,will_need_spare_parts,iso_anomaly,iso_score,ocsvm_anomaly,ocsvm_score,anomaly_consensus,anomaly_confidence
infrastructure,13658,13689,OT Cloturé,Moyen,non,False,False,False,False,TM1,TMPC01,Terre plein,Parking,Non,TMU-CN,6177.48,0.0,0.0,6177.48,4,0.43,28023,18.65,16.65,0,0.0,0.0,,,16,2,8,1,1,0,1,9.80902777777778,1,6177.48,0.43,115,10540.097391304347,0.0,1119,5713.647426273458,255,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,1.0,1.0,6177.48,6177.48,2,2,7,30,65,10,0,,0,231,0.0,0.43,0,0,-0.3470456961175737,0,1.9930433545985125,0,0
infrastructure,13821,13857,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,TMU,189.7,0.0,0.0,189.7,2,0.59,28025,1.9333333333333331,0.0333333333333333,0,0.0,0.0,,,10,3,16,1,1,0,1,9.80902777777778,3,1104.7866666666666,0.2933333333333333,115,10540.097391304347,0.0,1119,5713.647426273458,308,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,347.9875606969437,5852.34503869969,1292,1.0,1.0,189.7,189.7,2,2,3,30,65,9,0,4.24375,1,231,0.0,0.59,0,0,-0.3411346739567531,0,2.115727722146211,0,0
infrastructure,13920,13961,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,TMU-CN,3124.66,0.0,0.0,3124.66,3,0.29,28025,43.81666666666667,41.73333333333333,0,0.0,0.0,,,16,0,20,1,1,0,1,4.24375,3,1104.7866666666666,0.2933333333333333,115,10540.097391304347,4.24375,1119,5713.647426273458,308,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,2.0,2.0,1657.1799999999998,1657.1799999999998,2,2,3,30,65,10,0,1.948611111111111,1,231,0.0,0.29,0,0,-0.3736318886359748,0,3.081310820623486,0,0
infrastructure,13974,14022,OT Crée,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,28025,,,0,0.0,0.0,,,15,2,22,1,1,0,1,1.948611111111111,3,1104.7866666666666,0.2933333333333333,115,10540.097391304347,6.192361111111111,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,False,False,True,0.008695652173913,4873.280000000001,94899.46666666666,60,3.0,3.0,1104.7866666666666,1104.7866666666666,2,2,3,30,65,4,1,,0,263,0.0,0.0,0,0,-0.3911357568227735,0,2.107363903049059,0,0
infrastructure,13496,13525,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,14933.2,0.0,0.0,14933.2,2,155.36,28026,251.35,95.96666666666668,0,0.0,0.0,,,7,3,2,1,1,0,0,9.80902777777778,10,8903.945,91.198,115,10540.097391304347,0.0,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,1.0,1.0,14933.2,14933.2,2,2,3,30,65,6,0,5.552777777777778,1,78,0.0,155.36,0,0,-0.4166505208110096,1,-0.23479063351461704,1,1
infrastructure,13641,13669,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,1232.26,0.0,0.0,1232.26,2,12.82,28026,192.31666666666663,179.46666666666667,0,0.0,0.0,,,20,1,7,1,1,0,0,5.552777777777778,10,8903.945,91.198,115,10540.097391304347,5.552777777777778,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,2.0,2.0,8082.73,8082.73,2,2,3,30,65,6,0,6.951388888888889,1,78,0.0,12.82,0,0,-0.4222708982571356,0,1.7015411120107196,0,0
infrastructure,13775,13818,OT Crée,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,TMU-HY,0.0,0.0,0.0,0.0,0,0.0,28026,,,0,0.0,0.0,,,19,1,14,1,1,0,0,6.951388888888889,10,8903.945,91.198,115,10540.097391304347,12.504166666666666,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,False,False,True,0.008695652173913,1040.0,0.1568627450980392,51,3.0,3.0,5388.486666666667,5388.486666666667,2,2,3,30,65,11,1,5.6125,1,263,0.0,0.0,0,0,-0.4381768052158243,0,2.99990794341662,0,0
infrastructure,13906,13865,OT Cloturé,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,10493.42,0.0,0.0,10493.42,2,109.17,28026,584.5166666666667,381.7,0,0.0,0.0,,,10,0,20,1,1,0,1,5.6125,10,8903.945,91.198,115,10540.097391304347,18.116666666666667,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,4.0,4.0,6664.72,6664.72,2,2,3,30,65,6,0,0.1819444444444444,1,263,0.0,109.17,0,0,-0.4904907697272136,0,3.734394448842327,0,0
infrastructure,13912,13952,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,10489.57,0.0,0.0,10489.57,2,109.13,28026,489.06666666666666,377.3333333333333,0,0.0,0.0,,,14,0,20,1,1,0,1,0.1819444444444444,10,8903.945,91.198,115,10540.097391304347,18.29861111111111,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,5.0,5.0,7429.69,7429.69,2,2,3,30,65,6,0,28.288194444444443,1,78,0.0,109.13,0,1,-0.5093138266436243,0,2.1700770858996385,1,1
infrastructure,14539,14650,OT Realisé,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,29014.79,0.0,0.0,29014.79,2,301.86,28026,407.6166666666667,106.75,0,0.0,0.0,,,21,0,17,2,1,0,0,28.288194444444443,10,8903.945,91.198,115,10540.097391304347,46.58680555555556,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,6.0,6.0,11027.206666666669,11027.206666666669,2,2,3,30,65,6,4,7.21875,1,78,0.0,301.86,0,1,-0.5678980284171155,1,-0.9741859974995322,1,2
infrastructure,14750,14844,OT Realisé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,1383.17,0.0,0.0,1383.17,2,14.39,28026,90.8,76.4,0,0.0,0.0,,,2,1,25,2,1,0,0,7.21875,10,8903.945,91.198,115,10540.097391304347,53.80555555555556,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,7.0,9649.487142857144,9649.487142857144,2,2,3,30,65,6,4,10.613194444444444,1,77,0.0,14.39,0,1,-0.5334001629990374,0,2.1194059526714035,1,1
infrastructure,15055,15153,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,3618.56,0.0,0.0,3618.56,3,23.29,28026,157.03333333333333,133.73333333333332,0,0.0,0.0,,,17,4,7,3,1,0,1,10.613194444444444,10,8903.945,91.198,115,10540.097391304347,64.41875,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,8.0,8033.110000000001,8895.62125,2,2,3,30,65,6,0,6.155555555555556,1,78,0.0,23.29,0,1,-0.5343628982845113,0,1.2746172162286555,1,1
infrastructure,15203,15322,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,5109.74,0.0,0.0,5109.74,2,53.16,28026,159.11666666666667,105.95,0,0.0,0.0,,,21,3,13,3,1,0,0,6.155555555555556,10,8903.945,91.198,115,10540.097391304347,70.57430555555555,1119,5713.647426273458,308,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,9.0,8587.035714285714,8474.967777777778,2,2,3,30,65,6,0,13.49375,1,231,0.0,53.16,0,1,-0.5699549206763733,0,0.16168048341691943,1,1
infrastructure,15476,15563,OT Realisé,Moyen,oui,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,12764.74,0.0,0.0,12764.74,2,132.8,28026,968.05,790.3833333333333,0,0.0,0.0,,,9,3,27,3,1,0,1,13.49375,10,8903.945,91.198,115,10540.097391304347,84.06805555555556,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,10.0,10410.570000000002,8903.945,2,2,3,30,65,6,4,,0,78,0.0,132.8,0,1,-0.6105039980652031,1,-3.6732247341929085,1,2
infrastructure,13594,13574,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,8016.41,0.0,0.0,8016.41,2,83.4,28027,222.6,67.73333333333333,0,0.0,0.0,,,11,0,6,1,1,0,1,9.80902777777778,8,5873.875,60.14125000000001,115,10540.097391304347,0.0,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,1.0,1.0,8016.41,8016.41,2,2,3,30,65,6,0,3.63125,1,78,0.0,83.4,0,0,-0.3911024771601617,0,1.2109617840649705,0,0
infrastructure,13697,13729,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,1953.01,0.0,0.0,1953.01,3,12.57,28027,137.83333333333334,125.21666666666668,0,0.0,0.0,,,3,4,10,1,1,0,0,3.63125,8,5873.875,60.14125000000001,115,10540.097391304347,3.63125,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,2.0,2.0,4984.71,4984.71,2,2,3,30,65,6,0,7.486111111111111,1,78,0.0,12.57,0,0,-0.40618789440672926,0,2.4603592414908455,0,0
infrastructure,13849,13900,OT Cloturé,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,1180.35,0.0,0.0,1180.35,2,12.28,28027,78.75,65.11666666666666,0,0.0,0.0,,,14,4,17,1,1,0,1,7.486111111111111,8,5873.875,60.14125000000001,115,10540.097391304347,11.11736111111111,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,3.0,3.0,3716.59,3716.59,2,2,3,30,65,6,0,3.4881944444444444,1,77,0.0,12.28,0,0,-0.4222778096262314,0,4.021739963533122,0,0
infrastructure,13936,13978,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,10475.16,0.0,0.0,10475.16,2,108.98,28027,474.6166666666667,365.6166666666667,0,0.0,0.0,,,2,1,21,1,1,0,0,3.4881944444444444,8,5873.875,60.14125000000001,115,10540.097391304347,14.605555555555556,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,4.0,4.0,5406.2325,5406.2325,2,2,3,30,65,6,0,9.749305555555557,1,78,0.0,108.98,0,0,-0.49066191304989887,0,3.797732822310497,0,0
infrastructure,14165,14212,OT Cloturé,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,4643.56,0.0,0.0,4643.56,2,48.31,28027,251.8,203.46666666666667,0,0.0,0.0,,,20,3,30,1,1,0,0,9.749305555555557,8,5873.875,60.14125000000001,115,10540.097391304347,24.354861111111116,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,5.0,5.0,5253.698,5253.698,2,2,3,30,65,6,0,3.8645833333333335,1,78,0.0,48.31,0,0,-0.4786917389443253,0,4.014175387156843,0,0
infrastructure,14230,14229,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,12819.52,0.0,0.0,12819.52,2,133.37,28027,248.88333333333333,38.75,0,0.0,0.0,,,17,0,3,2,1,0,1,3.8645833333333335,8,5873.875,60.14125000000001,115,10540.097391304347,28.219444444444445,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,6.0,6.0,6514.668333333334,6514.668333333334,2,2,3,30,65,6,0,17.99375,1,77,0.0,133.37,0,1,-0.5308500457841232,0,2.3661949550889574,1,1
infrastructure,14695,14785,OT Realisé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,5649.94,0.0,0.0,5649.94,2,58.78,28027,217.06666666666663,158.26666666666668,0,0.0,0.0,,,17,4,21,2,1,0,1,17.99375,8,5873.875,60.14125000000001,115,10540.097391304347,46.21319444444445,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,7.0,6391.135714285715,6391.135714285715,2,2,3,30,65,6,4,5.111805555555556,1,78,0.0,58.78,0,1,-0.5349250407741885,0,0.8780541431352908,1,1
infrastructure,14840,14917,OT Realisé,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,2253.05,0.0,0.0,2253.05,2,23.44,28027,371.0833333333333,347.6333333333333,0,0.0,0.0,,,19,2,26,2,1,0,0,5.111805555555556,8,5873.875,60.14125000000001,115,10540.097391304347,51.325,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,8.0,5567.798571428572,5873.875,2,2,3,30,65,6,4,,0,78,0.0,23.44,0,1,-0.5390106562669137,0,0.9451970079891368,1,1
infrastructure,13774,13817,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,35713.35,0.0,0.0,35713.35,3,229.86,28028,482.0833333333333,252.21666666666667,0,0.0,0.0,,,19,1,14,1,1,0,0,9.80902777777778,7,9760.885714285714,80.98,115,10540.097391304347,0.0,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,1.0,1.0,35713.35,35713.35,2,2,3,30,65,6,0,11.075,1,78,0.0,229.86,0,0,-0.4581438700689477,0,2.5418837645028525,0,0
infrastructure,14046,14095,OT Rejeté,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,0.0,0.0,0.0,0.0,0,0.0,28028,,,0,0.0,0.0,,,21,5,25,1,1,1,0,11.075,7,9760.885714285714,80.98,115,10540.097391304347,11.075,1119,5713.647426273458,308,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,2.0,2.0,17856.675,17856.675,2,2,3,30,65,6,5,16.574305555555554,1,231,0.0,0.0,0,0,-0.42397193722367466,0,4.104062764133989,0,0
infrastructure,14399,14431,OT Crée,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,bon de commande,0.0,0.0,0.0,0.0,0,0.0,28028,,,0,0.0,0.0,,,11,1,11,2,1,0,1,16.574305555555554,7,9760.885714285714,80.98,115,10540.097391304347,27.64930555555556,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,False,False,True,0.008695652173913,,0.0,15,3.0,3.0,11904.45,11904.45,2,2,3,30,65,12,1,5.374305555555556,1,263,0.0,0.0,0,0,-0.451628492813626,0,4.913303670830896,0,0
infrastructure,14506,14610,OT Realisé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,22054.73,0.0,0.0,22054.73,2,229.45,28028,408.9666666666666,179.46666666666667,0,0.0,0.0,,,20,6,16,2,1,1,0,5.374305555555556,7,9760.885714285714,80.98,115,10540.097391304347,33.02361111111111,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,4.0,4.0,14442.02,14442.02,2,2,3,30,65,6,4,5.635416666666667,1,78,0.0,229.45,0,0,-0.4933038240750421,0,4.7466545909888005,0,0
infrastructure,14698,14788,OT Realisé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,10142.58,0.0,0.0,10142.58,2,105.52,28028,198.38333333333333,92.86666666666666,0,0.0,0.0,,,11,5,22,2,1,1,1,5.635416666666667,7,9760.885714285714,80.98,115,10540.097391304347,38.65902777777778,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,5.0,5.0,13582.132,13582.132,2,2,3,30,65,6,4,19.416666666666668,1,77,0.0,105.52,0,0,-0.4956535514755048,0,4.1071049752711914,0,0
infrastructure,15204,15323,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,16.34,0.0,0.0,16.34,2,0.17,28028,66.48333333333333,66.31666666666666,0,0.0,0.0,,,21,3,13,3,1,0,0,19.416666666666668,7,9760.885714285714,80.98,115,10540.097391304347,58.07569444444445,1119,5713.647426273458,308,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,6.0,6.0,11321.166666666666,11321.166666666666,2,2,3,30,65,6,0,5.745833333333334,1,231,0.0,0.17,0,1,-0.5329470861161821,0,1.5676036168204703,1,1
infrastructure,15325,15455,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,Non,NZALA,399.2,0.0,0.0,399.2,4,1.86,28028,42.0,40.13333333333333,0,0.0,0.0,,,15,2,19,3,1,0,1,5.745833333333334,7,9760.885714285714,80.98,115,10540.097391304347,63.821527777777774,1119,5713.647426273458,308,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,7.0,7.0,9760.885714285714,9760.885714285714,2,2,3,30,65,6,0,,0,77,0.0,1.86,0,1,-0.5299129712729671,1,-0.18034841084453568,1,2
infrastructure,13562,13598,OT Rejeté,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,TMU-CN,0.0,0.0,0.0,0.0,0,0.0,28029,,,0,0.0,0.0,,,22,5,4,1,1,1,0,9.80902777777778,4,21928.1475,141.135,115,10540.097391304347,0.0,1119,5713.647426273458,130,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,1.0,1.0,0.0,0.0,2,2,4,30,65,10,5,25.740277777777777,1,231,0.0,0.0,0,0,-0.3805511930507573,0,2.214325141462851,0,0
infrastructure,14152,14204,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,NZALA,14917.08,0.0,0.0,14917.08,3,96.01,28029,256.31666666666666,160.26666666666668,0,0.0,0.0,,,15,3,30,1,1,0,1,25.740277777777777,4,21928.1475,141.135,115,10540.097391304347,25.740277777777777,1119,5713.647426273458,130,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,2.0,2.0,7458.54,7458.54,2,2,4,30,65,6,0,3.018055555555556,1,78,0.0,96.01,0,0,-0.45398262130194145,0,3.604210052871448,0,0
infrastructure,14208,14250,OT Cloturé,Moyen,non,True,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,NZALA,72795.51,0.0,0.0,72795.51,3,468.53,28029,722.7333333333333,255.1833333333333,0,0.0,0.0,,,16,6,2,2,1,1,1,3.018055555555556,4,21928.1475,141.135,115,10540.097391304347,28.758333333333333,1119,5713.647426273458,130,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.008695652173913,739.3518361581921,10772.079081632652,392,3.0,3.0,29237.53,29237.53,2,2,4,30,65,6,0,46.72847222222222,0,78,0.0,468.53,0,1,-0.5475247718135496,0,2.022424324224854,1,1
infrastructure,15363,15420,OT Crée,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,28029,,,0,0.0,0.0,,,9,4,21,3,1,0,1,46.72847222222222,4,21928.1475,141.135,115,10540.097391304347,75.48680555555555,1119,5713.647426273458,130,0,0.0,0.0260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,False,False,True,0.008695652173913,4873.280000000001,94899.46666666666,60,4.0,4.0,21928.1475,21928.1475,2,2,4,30,65,4,1,,0,77,0.0,0.0,0,1,-0.5629805431837324,1,-2.513237160060335,1,2
infrastructure,13592,13579,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,TMU-CN,2154.94,0.0,0.0,2154.94,2,0.3,28030,73.16666666666667,3.316666666666667,0,0.0,0.0,,,11,0,6,1,1,0,1,9.80902777777778,5,6206.216,0.47,115,10540.097391304347,0.0,1119,5713.647426273458,130,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,1.0,1.0,2154.94,2154.94,2,2,4,30,65,10,0,3.986111111111111,1,231,0.0,0.3,0,0,-0.3794330630356748,0,1.8401458231189807,0,0
infrastructure,13720,13750,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,TMU-CN,17239.49,0.0,0.0,17239.49,5,0.96,28030,4.083333333333333,2.933333333333333,0,0.0,0.0,,,11,4,10,1,1,0,1,3.986111111111111,5,6206.216,0.47,115,10540.097391304347,3.986111111111111,1119,5713.647426273458,130,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,2.0,2.0,9697.215,9697.215,2,2,4,30,65,10,0,9.056944444444444,1,231,0.0,0.96,0,0,-0.4292479592428912,0,2.8265985282057855,0,0
infrastructure,13877,13929,OT Crée,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,TMU-HY,0.0,0.0,0.0,0.0,0,0.0,28030,,,0,0.0,0.0,,,12,6,19,1,1,1,1,9.056944444444444,5,6206.216,0.47,115,10540.097391304347,13.043055555555556,1119,5713.647426273458,130,0,0.0,0.0260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,True,0.008695652173913,1040.0,0.1568627450980392,51,3.0,3.0,6464.81,6464.81,2,2,4,30,65,11,1,19.115277777777777,1,78,0.0,0.0,0,0,-0.4280026434616564,0,3.92459532151474,0,0
infrastructure,14324,14367,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,Non,TMU-CN,11636.65,0.0,0.0,11636.65,3,1.08,28030,240.0,233.16666666666663,0,0.0,0.0,,,15,4,7,2,1,0,1,19.115277777777777,5,6206.216,0.47,115,10540.097391304347,32.15833333333333,1119,5713.647426273458,130,0,0.0,0.0260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,True,0.008695652173913,163.51527777777778,15786.702,20,4.0,4.0,7757.77,7757.77,2,2,4,30,65,10,0,18.007638888888888,1,231,0.0,1.08,0,1,-0.5060935375631123,0,3.3521502642091043,1,1
