id_actif,actif,famille,groupe,site,zone,localisation,source,corrective_count,preventive_count,total_maintenance_count
42739,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42740,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42741,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42742,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42743,CI,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42744,CI,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42745,CI,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42746,CI,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,"corrective, preventive",1,1,2
42747,TR,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42748,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42749,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42750,TR,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42751,TR,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42752,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42753,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42754,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42755,LO,Voies de circulation,Panneaux de signalisation,PPR,PPR01,PPR,preventive,0,1,1
42828,Ombrage19,Structure d'ombrage,Ombrage,TM1,SAS IMPORT,Sas Import,"corrective, preventive",3,1,4
42829,Ombrage20,Structure d'ombrage,Ombrage,TM1,TM01,Bureau capitainerie,preventive,0,1,1
42830,Ombrage21,Structure d'ombrage,Ombrage,TM1,TM01,Bureau capitainerie,preventive,0,1,1
42831,Ombrage22,Structure d'ombrage,Ombrage,TM1,TM01,Bureau capitainerie,"corrective, preventive",1,1,2
42832,Ombrage23,Structure d'ombrage,Ombrage,TM1,TM01,Giratoire Eddalia,preventive,0,1,1
42833,Ombrage24,Structure d'ombrage,Ombrage,TM1,TM01,Giratoire Bell vidure,"corrective, preventive",1,1,2
42838,Ombrage29,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 1&2,preventive,0,1,1
42839,Ombrage30,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste1&2,preventive,0,1,1
42840,Ombrage31,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste1&2,preventive,0,1,1
42841,Ombrage32,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste1&2,preventive,0,1,1
42842,Ombrage33,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42843,Ombrage34,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42844,Ombrage35,Structure d'ombrage,Ombrage,TM1,TM01,Parking poste3&4,preventive,0,1,1
42845,Ombrage61,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42846,Ombrage36,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42847,Ombrage37,Structure d'ombrage,Ombrage,TM1,TM01,Parking poste3&4,preventive,0,1,1
42848,Ombrage38,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42849,Ombrage39,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste3&4,preventive,0,1,1
42850,Ombrage 40,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 5&6,preventive,0,1,1
42851,Ombrage 41,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 5&6,preventive,0,1,1
42852,Ombrage 42,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 5&6,"corrective, preventive",4,1,5
42853,Ombrage 43,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 5&6,preventive,0,1,1
42854,Ombrage 44,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 3&4,preventive,0,1,1
42855,Ombrage 45,Structure d'ombrage,Ombrage,PPR,PPR01,Parking poste 3&4,preventive,0,1,1
42856,Ombrage46,Structure d'ombrage,Ombrage,TM1,TM01,Entrée GATE02,preventive,0,1,1
42857,Ombrage 47,Structure d'ombrage,Ombrage,PPR,GATE3,Entrée GATE03,preventive,0,1,1
42858,Ombrage 48,Structure d'ombrage,Ombrage,TM2,TM02,PNG,preventive,0,1,1
42859,Ombrage 49,Structure d'ombrage,Ombrage,TM2,TM02,PNG,preventive,0,1,1
42860,Ombrage 50,Structure d'ombrage,Ombrage,TM2,TM02,PNG,preventive,0,1,1
42861,Ombrage 51,Structure d'ombrage,Ombrage,TM2,TM02,Bureau caisson,preventive,0,1,1
42862,Ombrage 52,Structure d'ombrage,Ombrage,TM2,TM02,Bureau caisson,preventive,0,1,1
42885,Sas export_ Murette01,Terre plein,Parking,TM1,SAS IMPORT,Sas export,preventive,0,13,13
42907,SAS-EXP Regard EU-EPL 11,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
42915,SAS-EXP Regard EU-EPL 19,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
42916,SAS-EXP Regard EU-EPL 20,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,2,0,2
42982,SAS-EXP Regard EU-EPL 86,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,3,0,3
42991,SAS-EXP Regard EU-EPL 95,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43001,SAS-EXP Regard EU-EPL 105,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43013,SAS-EXP Regard EU-EPL 117,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43014,SAS-EXP Regard EU-EPL 118,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43028,SAS-EXP Regard EU-EPL 132,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43042,SAS-EXP Regard EU-EPL 146,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43091,SAS-EXP Regard EU-EPL 195,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,3,0,3
43096,SAS-EXP Regard EU-EPL 200,Regard d'assainissement,Regard EU-EPL,TM1,SAS EXPORT,SAS-EXP Regard EU-EPL,corrective,1,0,1
43112,SAS-EXP Regard EP 5,Regard d'eau potable,Regard EP,TM1,SAS EXPORT,SAS-EXP Regard EP,corrective,1,0,1
43114,Croc 13 - 75T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 1,preventive,0,1,1
43115,Croc 06 - 75T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 1,preventive,0,1,1
43116,Croc 07 - 75T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 1,preventive,0,1,1
43117,Croc 01 - 150T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 2,preventive,0,1,1
43118,Croc 09 - 150T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 2,preventive,0,1,1
43119,Croc 05 - 150T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 2,preventive,0,1,1
43120,Croc 10 - 150T,Ouvrages d'amarrage et d'accostage,Croc,TM1,TM01,Poste pétrolier 1,preventive,0,1,1
43121,Ombrage 54,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43122,Ombrage 55,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43123,Ombrage 56,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43124,Ombrage 57,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43125,Ombrage 58,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43126,Ombrage 59,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43127,Ombrage 60,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43128,Ombrage 62,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43129,Ombrage 62,Structure d'ombrage,Ombrage,PPR,GATE3,GATE3,preventive,0,1,1
43130,Ombrage 63,Structure d'ombrage,Ombrage,PPR,PPR01,PPR,preventive,0,1,1
43131,Ombrage 64,Structure d'ombrage,Ombrage,PPR,PPR01,PPR,preventive,0,1,1
43138,ZS01,Clôture,Clôture,TM1,ZEXT01,Zone de décharge déouane,corrective,2,0,2
43139,TAA01,Ouvrages de soutènement,Talus,TM1,SAS EXPORT,Talus_avec ancrage,corrective,1,0,1
43140,Fossé bétonné,Ouvrages hydrauliques,Fossé bétonné,TM1,TM01,Fossé bétonné,corrective,1,0,1
78165,Applique LED 2,Equipement éclairage,Applique LED ,TM1,TMPC01,Secteur 3,corrective,1,0,1
78215,Applique LED 2,Equipement éclairage,Applique LED ,TM1,TMPC01,Secteur 8,corrective,2,0,2
78232,Armoire électrique 1,Equipement électrique,Armoire électrique ,TM1,TMPC01,Secteur 5,preventive,0,3,3
78372,Bouche VMC 1,Equipement climatisation et VMC,Bouche VMC,TM1,TMPC01,Secteur 8,corrective,1,0,1
78385,Centrale de traitement d'air 1,Equipement climatisation et VMC,Centrale de traitement d'air,TM1,TMPC01,Secteur 2,preventive,0,1,1
78389,Chauffe eau 1,Equipement plomberie et sanitaire,Chauffe eau électrique,TM1,TMPC01,Secteur 1,corrective,1,0,1
79018,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 2,corrective,1,0,1
79128,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 3,corrective,1,0,1
79404,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 4,corrective,1,0,1
79845,Cloison ,Equipement lot archi / Menuiserie ,Cloison,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
80398,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 6,corrective,1,0,1
80403,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 6,corrective,1,0,1
80483,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 6,corrective,1,0,1
80535,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 6,corrective,1,0,1
80760,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 7,corrective,1,0,1
80911,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 8,corrective,1,0,1
81101,Cloison ,Equipement lot archi / Menuiserie ,Cloison,TM1,TMPC01,Secteur 8,corrective,1,0,1
81624,Dalle ,Element de structure ,Dalle,TM1,TMPC01,Secteur 3,corrective,1,0,1
81627,Dalle ,Element de structure ,Dalle,TM1,TMPC01,Secteur 4,corrective,1,0,1
81635,Dalle ,Element de structure ,Dalle,TM1,TMPC01,Secteur 5,corrective,1,0,1
82823,Diffuseur de soufflage 1,Equipement climatisation et VMC,Diffuseur de soufflage ,TM1,TMPC01,Secteur 5,corrective,1,0,1
83070,"Distributeur papier, serviette 2",Equipement plomberie et sanitaire,"Distributeur papier, serviette",TM1,TMPC01,Secteur 1,corrective,1,0,1
83191,"Distributeur papier, serviette 1",Equipement plomberie et sanitaire,"Distributeur papier, serviette",TM1,TMPC01,Secteur 8,corrective,1,0,1
83199,Distributeur savon 1,Equipement plomberie et sanitaire,Distributeur savon,TM1,TMPC01,Secteur 1,corrective,1,0,1
83200,Distributeur savon 1,Equipement plomberie et sanitaire,Distributeur savon,TM1,TMPC01,Secteur 1,corrective,1,0,1
83249,Distributeur savon 1,Equipement plomberie et sanitaire,Distributeur savon,TM1,TMPC01,Secteur 5,corrective,1,0,1
84726,Interrupteur d'allumage 2,Equipement éclairage,Interrupteur d'allumage ,TM1,TMPC01,Secteur 1,corrective,1,0,1
84744,Interrupteur d'allumage 1,Equipement éclairage,Interrupteur d'allumage ,TM1,TMPC01,Secteur 2,corrective,1,0,1
85063,Interrupteur d'allumage 2,Equipement éclairage,Interrupteur d'allumage ,TM1,TMPC01,Secteur 5,corrective,1,0,1
85070,Interrupteur d'allumage 5,Equipement éclairage,Interrupteur d'allumage ,TM1,TMPC01,Secteur 5,corrective,1,0,1
85231,Interrupteur d'allumage 1,Equipement éclairage,Interrupteur d'allumage ,TM1,TMPC01,Secteur 8,corrective,1,0,1
85933,Lampe linéaire continue 8,Equipement éclairage,Lampe linéaire continue ,TM1,TMPC01,Secteur 2,corrective,1,0,1
86493,Lampe linéaire continue 6,Equipement éclairage,Caisson lumineux,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
86496,Lampe linéaire continue 9,Equipement éclairage,Caisson lumineux,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
86578,Lampe linéaire continue 4,Equipement éclairage,Lampe linéaire continue ,TM1,TMPC01,Secteur 4,corrective,1,0,1
87196,Lampe linéaire continue 1,Equipement éclairage,Lampe linéaire continue ,TM1,TMPC01,Secteur 8,corrective,1,0,1
87336,Lampe linéaire continue 1,Equipement éclairage,Lampe linéaire continue ,TM1,TMPC01,Secteur 8,corrective,1,0,1
87391,Lavabo 1,Equipement plomberie et sanitaire,Lavabo,TM1,TMPC01,Secteur 3,corrective,1,0,1
87419,Lavabo 1,Equipement plomberie et sanitaire,Lavabo,MEDHUB,ZFL01,Secteur 4,corrective,2,0,2
87420,Lavabo 2,Equipement plomberie et sanitaire,Lavabo,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
87426,Lavabo 2,Equipement plomberie et sanitaire,Lavabo,TM1,TMPC01,Secteur 5,corrective,1,0,1
87434,Lavabo 1,Equipement plomberie et sanitaire,Lavabo,TM1,TMPC01,Secteur 6,corrective,2,0,2
87456,Lavabo 2,Equipement plomberie et sanitaire,Lavabo,TM1,TMPC01,Secteur 8,corrective,1,0,1
87457,Climatiseur cassette 1,Equipement climatisation et VMC,Climatiseur cassette ,TM1,TMPC01,Secteur 1,preventive,0,3,3
87458,Mono split 1,Equipement climatisation et VMC,Mono split ,TM1,TMPC01,Secteur 1,"corrective, preventive",1,3,4
87989,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 1,corrective,1,0,1
88060,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 3,corrective,1,0,1
88104,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 3,corrective,1,0,1
88224,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 4,corrective,1,0,1
88320,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 5,corrective,1,0,1
88324,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 5,corrective,1,0,1
88505,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 8,corrective,1,0,1
88533,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 8,corrective,1,0,1
88540,Plafond ,Equipement lot archi / Menuiserie ,Plafond,TM1,TMPC01,Secteur 8,corrective,1,0,1
88576,Pompe à chaleur 2,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 2,preventive,0,3,3
88577,Pompe à chaleur 1,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 2,"corrective, preventive",1,3,4
88578,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 3,preventive,0,3,3
88579,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 3,preventive,0,3,3
88580,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 3,preventive,0,3,3
88581,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 4,preventive,0,1,1
88583,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 6,preventive,0,3,3
88584,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 6,preventive,0,3,3
88585,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 6,preventive,0,3,3
88586,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 7,preventive,0,3,3
88587,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 7,preventive,0,3,3
88588,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 7,"corrective, preventive",1,3,4
88589,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 8,preventive,0,2,2
88590,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 8,preventive,0,2,2
88591,Pompe à chaleur ,Equipement climatisation et VMC,Pompe à chaleur,TM1,TMPC01,Secteur 8,preventive,0,2,2
88602,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,1,0,1
88610,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,2,0,2
88622,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,2,0,2
88623,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,1,0,1
88624,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,2,0,2
88625,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,2,0,2
88642,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,1,0,1
88664,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 1,corrective,1,0,1
88775,Porte bois 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 2,corrective,1,0,1
88826,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 3,corrective,1,0,1
88839,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 3,corrective,1,0,1
88862,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 3,corrective,1,0,1
88956,Porte 5,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 4,corrective,1,0,1
89109,Porte 1,Equipement lot archi / Menuiserie ,Porte vitrée,TM1,TMPC01,Secteur 4,corrective,1,0,1
89140,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 5,corrective,1,0,1
89146,Porte 1,Equipement lot archi / Menuiserie ,Porte aluminium,TM1,TMPC01,Secteur 5,corrective,1,0,1
89162,Porte 3,Equipement lot archi / Menuiserie ,Porte vitrée,TM1,TMPC01,Secteur 5,corrective,1,0,1
89209,Porte 1,Equipement lot archi / Menuiserie ,Porte vitrée,TM1,TMPC01,Secteur 5,corrective,1,0,1
89243,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 6,corrective,1,0,1
89245,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 6,corrective,1,0,1
89285,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 8,corrective,1,0,1
89289,Porte 1,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 8,corrective,1,0,1
89300,Porte 4,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 8,corrective,1,0,1
89308,Porte 2,Equipement lot archi / Menuiserie ,Porte  bois,TM1,TMPC01,Secteur 8,corrective,1,0,1
89643,Poteau ,Element de structure ,Poteau ,TM1,TMPC01,Secteur 5,corrective,1,0,1
89951,Prise de courant 1,Equipement électrique,Prise de courant ,TM1,TMPC01,Secteur 1,corrective,1,0,1
90116,Prise de courant 1,Equipement électrique,Prise de courant ,TM1,TMPC01,Secteur 4,corrective,1,0,1
90118,Prise de courant 1,Equipement électrique,Prise de courant ,TM1,TMPC01,Secteur 4,corrective,1,0,1
90124,Prise de courant 1,Equipement électrique,Prise de courant ,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
90132,Prise de courant 2,Equipement électrique,Prise de courant ,TM1,TMPC01,Secteur 5,corrective,1,0,1
90399,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 1,corrective,1,0,1
90458,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 1,corrective,1,0,1
90473,Spot 2,Equipement éclairage,Spot,TM1,TMPC01,Secteur 2,corrective,1,0,1
90685,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 4,corrective,1,0,1
90718,Spot 21,Equipement éclairage,Spot,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
90775,Spot 2,Equipement éclairage,Spot,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
90776,Spot 3,Equipement éclairage,Spot,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
90795,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 5,corrective,1,0,1
90806,Spot 2,Equipement éclairage,Spot,TM1,TMPC01,Secteur 5,corrective,1,0,1
90872,Spot 40,Equipement éclairage,Spot,TM1,TMPC01,Secteur 5,corrective,1,0,1
90889,Spot 57,Equipement éclairage,Spot,TM1,TMPC01,Secteur 5,corrective,1,0,1
90895,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 5,corrective,1,0,1
91016,Spot 10,Equipement éclairage,Spot,TM1,TMPC01,Secteur 8,corrective,1,0,1
91030,Spot 13,Equipement éclairage,Spot,TM1,TMPC01,Secteur 8,corrective,1,0,1
91032,Spot 15,Equipement éclairage,Spot,TM1,TMPC01,Secteur 8,corrective,1,0,1
91077,Spot 1,Equipement éclairage,Spot,TM1,TMPC01,Secteur 8,corrective,1,0,1
91083,Spot 7,Equipement éclairage,Spot,TM1,TMPC01,Secteur 8,corrective,1,0,1
91128,TGBT 1,Equipement électrique,TGBT,TM1,TMPC01,Secteur 1,preventive,0,3,3
91359,Thermostat Clim 1,Equipement climatisation et VMC,Thermostat Clim,MEDHUB,ZFL01,Secteur 4,corrective,1,0,1
91426,Thermostat Clim 1,Equipement climatisation et VMC,Thermostat Clim,TM1,TMPC01,Secteur 8,corrective,1,0,1
91500,Toiture ,Element de structure ,Toiture,TM1,TMPC01,Secteur 8,corrective,1,0,1
91505,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91506,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91507,Ventiloconvecteur 6,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91508,Ventiloconvecteur 5,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91509,Ventiloconvecteur 4,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91510,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91511,Ventiloconvecteur 3,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91512,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91513,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91514,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91515,Ventiloconvecteur 7,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91516,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91517,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91518,Ventiloconvecteur 3,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91519,Ventiloconvecteur 4,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91520,Ventiloconvecteur 5,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91521,Ventiloconvecteur 6,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91522,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91523,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91524,Ventiloconvecteur 3,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91525,Ventiloconvecteur 4,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91526,Ventiloconvecteur 6,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91527,Ventiloconvecteur 7,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91528,Ventiloconvecteur 5,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91529,Ventiloconvecteur 8,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91530,Ventiloconvecteur 2,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91531,Ventiloconvecteur 1,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91532,Ventiloconvecteur 3,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91533,Ventiloconvecteur 4,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
91534,Ventiloconvecteur 4,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 1,preventive,0,1,1
