numero_ot,portfolio,famille,groupe,site,zone,localisation,etage,salle,id_actif,actif,code_actif,numero_intervention,nom_intervention,frequence,date_debut_planifiee,date_fin_planifiee,entite,prestataire,etat,is_reopened,pourcentage,date_debut,date_fin,cout,motif_standby,date_cloture,responsable_cloture,id_responsable_cloture,date_validation,responsable_validation,id_responsable_validation,commentaire_cloture,date_reouverture,responsable_reouverture,id_responsable_rejet,commentaire_ouverture,responsable_rejet,motif_rejet,date_rejet,days_deviation_from_plan,intervention_duration_hours
27147,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-2A,140467,Mono split 1,MSP 1,3603,Visite préventive Mono split  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-06 15:59:40.000,2025-02-06 16:54:40.000,47.84,,2025-02-11 11:06:20.348,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.666666666666667,0.9166666666666666
27299,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-2A,140467,Mono split 1,MSP 1,3607,Visite préventive Mono split  (An 1),A,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-06 16:29:40.000,2025-02-06 16:39:40.000,8.84,,2025-02-11 11:07:07.776,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.6875,0.16666666666666666
27148,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-2B,140468,Mono split 1,MSP 1,3603,Visite préventive Mono split  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-06 15:59:40.000,2025-02-06 16:54:40.000,47.84,,2025-02-11 11:26:31.379,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.666666666666667,0.9166666666666666
27159,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-6A,140479,Mono split 1,MSP 1,3603,Visite préventive Mono split  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-08 11:59:40.000,2025-02-08 12:59:40.000,52.0,,2025-02-11 12:46:05.246,sup-tmu-bat- 05,90.0,,,,,,,,,,,,6.5,1.0
27311,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-6A,140479,Mono split 1,MSP 1,3607,Visite préventive Mono split  (An 1),A,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-08 14:19:40.000,2025-02-08 14:29:40.000,8.84,,2025-02-11 12:46:56.893,sup-tmu-bat- 05,90.0,,,,,,,,,,,,6.597222222222222,0.16666666666666666
27162,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Plateau & aubettes police,RDC,Aubette-Police-7A,140482,Mono split 1,MSP 1,3603,Visite préventive Mono split  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-08 14:59:40.000,2025-02-08 15:54:40.000,47.84,,2025-02-11 12:56:35.686,sup-tmu-bat- 05,90.0,,,,,,,,,,,,6.625,0.9166666666666666
26860,batiment,Equipement climatisation et VMC,Climatiseur cassette ,PPR,PPR01,Flemingo,RDC,Café restaurant,1232528,Climatiseur cassette 2,CCA 2,3575,Visite préventive Climatiseur cassette  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-11 10:59:40.000,2025-02-11 11:59:40.000,52.0,,2025-02-12 12:35:29.451,sup-tmu-bat- 05,90.0,,,,,,,,,,,,9.458333333333334,1.0
25775,batiment,Equipement électrique,Armoire électrique ,TM1,SAS EXPORT,Batiment 4-G,RDC,Quais réfrigérés,1226108,Armoire électrique 1,AEL 1,3437,Visite préventive Armoire électrique  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,33.33,2025-02-13 12:29:40.000,2025-02-13 12:32:40.000,2.6,,2025-02-14 09:56:20.133,sup-tmu-bat- 05,90.0,,,,,,,,,,,,11.520833333333334,0.05
25803,batiment,Equipement électrique,Armoire électrique ,TM1,SAS EXPORT,Batiment 6-E,RDC,Local technique 11,1226988,Armoire électrique 3,AEL 3,3443,Visite préventive Armoire électrique  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-14 10:59:40.000,2025-02-14 11:09:40.000,8.84,,2025-02-14 15:27:00.790,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.458333333333334,0.16666666666666666
25881,batiment,Equipement électrique,Armoire électrique ,TM1,SAS EXPORT,Batiment 6-E,RDC,Local technique 11,1226988,Armoire électrique 3,AEL 3,3449,Visite préventive Armoire électrique  (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-14 10:59:40.000,2025-02-14 11:59:40.000,52.0,,2025-02-14 15:30:06.270,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.458333333333334,1.0
25795,batiment,Equipement électrique,Armoire électrique ,TM1,SAS EXPORT,Batiment 6-E,R+1,Local CTA ,149771,Armoire électrique 1,AEL 1,3443,Visite préventive Armoire électrique  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-14 13:59:40.000,2025-02-14 14:09:40.000,8.84,,2025-02-14 15:45:49.312,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.583333333333334,0.16666666666666666
26713,batiment,Equipement électrique,Armoire électrique ,TM1,TM01,Dalle centrale,RDC,Espace de stockage import 2,173740,Armoire électrique 3,AEL 3,3559,Visite préventive Armoire électrique  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,66.67,2025-02-14 17:59:40.000,2025-02-14 18:06:40.000,6.24,,2025-02-17 14:34:15.517,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.75,0.11666666666666667
26793,batiment,Equipement électrique,Armoire électrique ,TM1,TM01,Dalle centrale,RDC,Espace de stockage import 2,173740,Armoire électrique 3,AEL 3,3563,Visite préventive Armoire électrique  (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-14 17:59:40.000,2025-02-14 18:54:40.000,47.84,,2025-02-17 14:36:29.928,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.75,0.9166666666666666
26715,batiment,Equipement électrique,Armoire électrique ,TM1,TM01,Dalle centrale,RDC,Hall + accès étage,173742,Armoire électrique 1,AEL 1,3559,Visite préventive Armoire électrique  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-15 09:49:40.000,2025-02-15 09:59:40.000,8.84,,2025-02-17 14:52:21.537,sup-tmu-bat- 05,90.0,,,,,,,,,,,,13.409722222222221,0.16666666666666666
26795,batiment,Equipement électrique,Armoire électrique ,TM1,TM01,Dalle centrale,RDC,Hall + accès étage,173742,Armoire électrique 1,AEL 1,3563,Visite préventive Armoire électrique  (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-15 09:59:40.000,2025-02-15 10:59:40.000,52.0,,2025-02-17 14:56:07.061,sup-tmu-bat- 05,90.0,,,,,,,,,,,,13.416666666666666,1.0
29022,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 3,Niveau 22,Circulation 3-1,91682,Ventiloconvecteur 1,VCO 1,3640,Visite preventive Ventilo-convecteur  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-08 16:59:40.000,2025-02-08 18:43:40.000,179.92,,2025-02-24 23:28:35.474,SUP-TMU-BAT- 6,140.0,,,,,,,,,,,,6.708333333333333,1.7333333333333334
26838,batiment,Equipement climatisation et VMC,Mono split ,PPR,PPR01,Entree parking TIR,RDC,14,132514,Mono split 1,MSP 1,3569,Visite préventive Mono split  (An 1),A,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-04 13:59:40.000,2025-02-04 14:09:40.000,8.84,,2025-02-25 11:04:50.304,sup-tmu-bat- 05,90.0,,,,,,,,,,,,2.5833333333333335,0.16666666666666666
26555,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Bureaux douane et police,RDC,8,140438,Mono split 1,MSP 1,3548,Visite préventive Mono split  (An 1),A,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-17 11:59:40.000,2025-02-17 12:09:40.000,8.84,,2025-02-25 15:14:17.199,sup-tmu-bat- 05,90.0,,,,,,,,,,,,15.5,0.16666666666666666
26567,batiment,Equipement climatisation et VMC,Mono split ,PPR,GATE2,Bureaux douane et police,RDC,8,140438,Mono split 1,MSP 1,3549,Visite préventive Mono split  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-17 11:59:40.000,2025-02-17 12:54:40.000,47.84,,2025-02-25 15:15:20.061,sup-tmu-bat- 05,90.0,,,,,,,,,,,,15.5,0.9166666666666666
26295,batiment,Equipement climatisation et VMC,Climatiseur cassette ,PPR,PPR01,Batiment operationnel 2,R+1,Salle d'attente,175131,Climatiseur cassette 1,CCA 1,3488,Visite preventive Climatiseur cassette  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-07 09:59:40.000,2025-02-07 10:59:40.000,52.0,,2025-02-26 14:50:18.199,sup-tmu-bat- 05,90.0,,,,,,,,,,,,5.416666666666667,1.0
29029,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 3,Niveau 22,3137,91704,Ventiloconvecteur 3,VCO 3,3640,Visite preventive Ventilo-convecteur  (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-09 08:59:40.000,2025-02-09 10:59:40.000,208.0,,2025-02-27 12:08:46.762,SUP-TMU-BAT- 6,140.0,,,,,,,,,,,,7.375,2.0
33281,equipement,Equipement Electrique,Candélabre,TM1,ZEXT01,RN16,,,5092,Candélabre 195 ,EE-CAN195,3860,Visite préventive candélabre  (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-02-01 22:59:40.000,2025-02-20 23:59:40.000,459285.0,,2025-03-03 15:01:29.126,sup-tmu-eq- 04,82.0,,,,,,,,,,,,-0.041666666666666664,457.0
49363,infrastructure,Voies de circulation,Panneaux de signalisation,TM2,ZEXT01,RN16,,,42121,CI,CI,5780,visite préventive Panneaux de signalisation (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,NZALA,Réalisé,Non,100.0,2025-10-13 15:59:10.737,2025-10-14 15:59:23.479,1422.0,,2025-10-14 15:59:23.479,sup-nzala- 01,81.0,,,,,,,,,,,,253.66632797453704,24.003539444444446
49366,infrastructure,Voies de circulation,Panneaux de signalisation,TM2,ZEXT01,RN16,,,42124,CI,CI,5780,visite préventive Panneaux de signalisation (Semestre 1),S,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,NZALA,Réalisé,Non,100.0,2025-10-13 15:59:18.268,2025-10-14 15:59:55.072,1422.59,,2025-10-14 15:59:55.072,sup-nzala- 01,81.0,,,,,,,,,,,,253.66641513888888,24.010223333333336
53042,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM1,TM01,Quai pétrolier 2Bis,,,17660,Bollard 19 - 100T,QP2Bis_B19,5915,Visite préventive Bollard (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-02-01 10:04:40.000,2025-02-01 10:29:40.000,224.81,,2025-03-04 14:23:18.318,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,-0.5798611111111112,0.4166666666666667
53043,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM1,TM01,Quai pétrolier 2Bis,,,17659,Bollard 20 - 100T,QP2Bis_B20,5915,Visite préventive Bollard (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-02-01 10:29:40.000,2025-02-01 10:54:40.000,179.84,,2025-03-04 14:24:51.969,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,-0.5625,0.4166666666666667
53063,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM1,TM01,Quai de service 1,,,17922,Bollard 20 - 30T,QS1_B20,5915,Visite préventive Bollard (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-02-03 09:14:40.000,2025-02-03 09:39:40.000,179.84,,2025-03-05 09:49:46.692,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.3854166666666667,0.4166666666666667
53068,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM1,TM01,Terminal à conteneurs 2 (TC2),,,17274,Bollard 31 - 200T,TC2_B31,5915,Visite préventive Bollard (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-02-03 11:19:40.000,2025-02-03 11:44:40.000,179.84,,2025-03-05 10:01:56.752,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.4722222222222223,0.4166666666666667
53102,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM1,TM01,Quai Vraquiers,,,17666,Bollard 13 - 100T,QV_B13,5915,Visite préventive Bollard (Trimestre 1),T,2025-02-01 23:59:40,2025-02-21 00:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-02-03 13:49:40.000,2025-02-03 14:14:40.000,179.84,,2025-03-05 10:11:53.876,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.5763888888888888,0.4166666666666667
