numero_ot,portfolio,famille,groupe,site,zone,localisation,etage,salle,id_actif,actif,code_actif,numero_intervention,nom_intervention,frequence,date_debut_planifiee,date_fin_planifiee,entite,prestataire,etat,is_reopened,pourcentage,date_debut,date_fin,cout,motif_standby,date_cloture,responsable_cloture,id_responsable_cloture,date_validation,responsable_validation,id_responsable_validation,commentaire_cloture,date_reouverture,responsable_reouverture,id_responsable_rejet,commentaire_ouverture,responsable_rejet,motif_rejet,date_rejet,days_deviation_from_plan,intervention_duration_hours
56669,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N8,,,17432,Défense 02,PAC8_DEF02,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-05 10:59:40.000,2025-03-05 11:19:40.000,141.31,,2025-04-08 14:42:18.905,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,3.4583333333333335,0.3333333333333333
56703,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N8,,,17437,Défense 07,PAC8_DEF07,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-05 13:39:40.000,2025-03-05 13:59:40.000,176.63,,2025-04-08 14:43:27.907,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,3.5694444444444446,0.3333333333333333
56705,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N8,,,17441,Défense 11,PAC8_DEF11,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-05 14:59:40.000,2025-03-05 15:19:40.000,176.63,,2025-04-08 14:46:43.030,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,3.625,0.3333333333333333
56758,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N8,,,28112,Défence 12,PAC8_DEF12,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-05 15:19:40.000,2025-03-05 15:39:40.000,176.63,,2025-04-08 14:47:36.437,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,3.638888888888889,0.3333333333333333
57533,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 4 (TC4),,,1987,Bollard 07 - 200T,TC4_B07,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-12 13:59:40.000,2025-03-12 14:19:40.000,141.31,,2025-04-08 15:12:19.304,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,10.583333333333334,0.3333333333333333
57421,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,2355,Bollard 139 - 300T,TC3_B139,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 13:39:40.000,2025-03-11 13:59:40.000,141.31,,2025-04-08 15:00:11.287,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.569444444444445,0.3333333333333333
57527,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 4 (TC4),,,1981,Bollard 01 - 200T,TC4_B01,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-12 10:59:40.000,2025-03-12 11:19:40.000,176.63,,2025-04-08 15:03:40.857,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,10.458333333333334,0.3333333333333333
35947,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",PPR,PPR01,BO Pilotage,,,9418,Boite deratisation BO Pilotage & capitainerie,BD-BO Pilotage & capitainerie,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 12:34:40.000,2025-03-18 13:04:40.000,3.02,,2025-04-08 15:00:16.204,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.524305555555557,0.5
57422,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,2356,Bollard 140 - 300T,TC3_B140,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 13:59:40.000,2025-03-11 14:19:40.000,176.63,,2025-04-08 15:01:00.955,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.583333333333334,0.3333333333333333
35911,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,SAS IMPORT,Dalle centrale,,,9476,Boite deratisation Dalle centrale,BD-Dalle centrale,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-15 09:59:40.000,2025-03-15 10:59:40.000,6.04,,2025-04-08 14:53:56.607,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,13.416666666666666,1.0
57487,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 4 (TC4),,,28080,Bollard 69 - 200T,TC4_B69,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-15 09:39:40.000,2025-03-15 09:59:40.000,105.98,,2025-04-08 16:23:06.561,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,13.402777777777779,0.3333333333333333
39931,equipement,Equipement Electrique,Groupe électrogène,MEDHUB,ZFL01,Entrepôt 120,,,5608,Groupe électrogène LOT 120,EE-GE_LOT120,4093,Visite préventive Groupe électrogène  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-01 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-12 10:59:40.000,2025-03-12 11:59:40.000,173.76,,2025-04-08 16:23:19.758,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,10.458333333333334,1.0
57428,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 4 (TC4),,,28086,Bollard 75 - 200T,TC4_B75,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-15 13:19:40.000,2025-03-15 13:39:40.000,105.98,,2025-04-08 16:24:32.806,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,13.555555555555555,0.3333333333333333
57414,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,2346,Bollard 130 - 300T,TC3_B130,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 08:39:40.000,2025-03-11 08:59:40.000,176.63,,2025-04-09 15:57:49.481,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.36111111111111,0.3333333333333333
57385,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,28092,Bollard 81 - 300T,TC3_B81,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 14:39:40.000,2025-03-11 14:59:40.000,176.63,,2025-04-09 16:02:13.716,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.61111111111111,0.3333333333333333
57387,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,28094,Bollard 83 - 300T,TC3_B83,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 15:19:40.000,2025-03-11 15:39:40.000,176.63,,2025-04-09 16:12:28.012,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.63888888888889,0.3333333333333333
39369,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6032,Eclairage Exterieur 16 LOT_100a,EEX 16-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 13:14:40.000,2025-03-04 13:29:40.000,43.44,,2025-04-08 16:29:00.355,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.5520833333333335,0.25
39370,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6033,Eclairage Exterieur 17 LOT_100a,EEX 17-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 13:44:40.000,2025-03-04 13:59:40.000,43.44,,2025-04-08 16:30:40.582,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.5729166666666665,0.25
39371,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6034,Eclairage Exterieur 18 LOT_100a,EEX 18-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 11:04:40.000,2025-03-04 11:19:40.000,43.44,,2025-04-08 16:32:08.794,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.4618055555555554,0.25
39372,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6035,Eclairage Exterieur 19 LOT_100a,EEX 19-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 11:29:40.000,2025-03-04 11:44:40.000,43.44,,2025-04-08 16:33:23.905,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.4791666666666665,0.25
39374,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6018,Eclairage Exterieur 2 LOT_100a,EEX 2-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 12:14:40.000,2025-03-04 12:29:40.000,43.44,,2025-04-08 16:39:02.318,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.5104166666666665,0.25
39282,equipement,Equipement Electrique,Eclairage extérieur,MEDHUB,ZFL01,Entrepôt 100a,,,6017,Eclairage Exterieur 1 LOT_100a,EEX 1-LOT_100a,4085,Visite préventive Eclairage Extérieur  (Semestre 1),S,2025-03-01 23:59:40,2025-03-20 23:59:40,MEDHUB,TMU,Réalisé,Non,100.0,2025-03-04 10:39:40.000,2025-03-04 10:54:40.000,43.44,,2025-04-08 16:40:33.421,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,2.4444444444444446,0.25
56713,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N6-7,,,17420,Défense 05,PAC6_DEF05,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 12:59:40.000,2025-03-04 13:19:40.000,176.63,,2025-04-09 13:47:30.026,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.5416666666666665,0.3333333333333333
57388,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,28095,Bollard 84 - 300T,TC3_B84,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 15:39:40.000,2025-03-11 15:59:40.000,176.63,,2025-04-09 16:13:32.760,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.652777777777779,0.3333333333333333
57392,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,28099,Bollard 88 - 300T,TC3_B88,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 15:59:40.000,2025-03-11 16:19:40.000,176.63,,2025-04-09 16:22:48.480,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.666666666666666,0.3333333333333333
57467,infrastructure,Ouvrages d'amarrage et d'accostage,Bollard,TM2,TM02,Terminal à conteneurs 3 (TC3),,,28101,Bollard 90 - 300T,TC3_B90,6047,Visite préventive Bollard  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-11 16:39:40.000,2025-03-11 16:59:40.000,176.63,,2025-04-09 16:25:40.311,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,9.694444444444445,0.3333333333333333
35916,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",PPR,PPR01,PPR,,,9387,Boite deratisation PNG PPR,BD-PNG PPR,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 14:29:40.000,2025-03-18 15:09:40.000,4.05,,2025-04-09 10:06:33.763,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.604166666666668,0.6666666666666666
36020,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,TM01,Voie périphérique TM1,,,9514,Boite deratisation Voie périphérique TM1,BD-Voie périphérique TM1,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 14:29:40.000,2025-03-18 15:14:40.000,4.53,,2025-04-09 10:22:34.402,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.604166666666668,0.75
36028,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM2,TM02,Espace vert TM2,,,9518,Boite deratisation Espace vert TM2,BD-Espace vert TM2,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 13:59:40.000,2025-03-18 14:39:40.000,4.05,,2025-04-09 10:27:58.636,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.583333333333332,0.6666666666666666
36031,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,TM01,Canal TM1,,,9521,Boite deratisation Canal TM1,BD-Canal TM1,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-20 09:29:40.000,2025-03-20 10:14:40.000,4.53,,2025-04-09 10:09:42.889,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,18.395833333333332,0.75
36035,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM2,TM02,PNG,,,9501,Boite deratisation PNG,BD-PNG,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-16 13:39:40.000,2025-03-16 14:09:40.000,3.02,,2025-04-09 10:03:42.082,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,14.569444444444445,0.5
36030,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,TM01,Espace vert TM1,,,9520,Boite deratisation Espace vert TM1,BD-Espace vert TM1,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 13:24:40.000,2025-03-18 14:09:40.000,4.53,,2025-04-09 10:16:03.775,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.55902777777778,0.75
36029,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",PPR,PPR01,Espace vert PPR,,,9519,Boite deratisation Espace vert PPR,BD-Espace vert PPR,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 14:59:40.000,2025-03-18 15:29:40.000,3.02,,2025-04-09 10:30:39.021,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.625,0.5
36019,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM2,TM02,Voie périphérique TM2 ,,,9513,Boite deratisation Voie périphérique TM2,BD-Voie périphérique TM2,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 12:14:40.000,2025-03-18 12:44:40.000,3.02,,2025-04-09 10:32:53.136,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.510416666666668,0.5
56696,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N2,,,17362,Défense 03,PAC2_DEF03,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-01 13:39:40.000,2025-03-01 13:59:40.000,176.63,,2025-04-09 10:38:47.267,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,-0.4305555555555556,0.3333333333333333
56688,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N2,,,17360,Défense 05,PAC2_DEF05,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-01 14:19:40.000,2025-03-01 14:39:40.000,176.63,,2025-04-09 10:42:57.445,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,-0.4027777777777778,0.3333333333333333
56683,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N2,,,17355,Défense 10,PAC2_DEF10,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-01 15:59:40.000,2025-03-01 16:19:40.000,176.63,,2025-04-09 10:45:57.149,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,-0.3333333333333333,0.3333333333333333
56707,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N6,,,17417,Défense 08,PAC6_DEF08,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 13:59:40.000,2025-03-04 14:19:40.000,176.63,,2025-04-09 13:50:06.306,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.5833333333333335,0.3333333333333333
35953,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",PPR,PPR01,PPR,,,9424,Boite deratisation Bureau de Facturation,BD-Bureau de Facturation,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-14 13:59:40.000,2025-03-14 14:39:40.000,4.05,,2025-04-09 10:47:22.086,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,12.583333333333334,0.6666666666666666
56730,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N4,,,17385,Défense 10,PAC4_DEF10,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-03 14:39:40.000,2025-03-03 14:59:40.000,176.63,,2025-04-09 10:47:55.836,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.6111111111111112,0.3333333333333333
56773,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N4,,,17383,Défense 12,PAC4_DEF12,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-03 15:19:40.000,2025-03-03 15:39:40.000,176.63,,2025-04-09 10:52:19.947,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.6388888888888888,0.3333333333333333
56717,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N5,,,17371,Défense 01,PAC5_DEF01,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-03 15:39:40.000,2025-03-03 15:59:40.000,176.63,,2025-04-09 10:54:25.612,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,1.6527777777777777,0.3333333333333333
36000,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,ZEXT01,Club TM,,,9488,Boite deratisation TMSA,BD_TMSA,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-07 10:59:40.000,2025-03-07 11:59:40.000,6.04,,2025-04-09 11:07:46.227,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,5.458333333333333,1.0
35956,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",PPR,PPR01,PPR,,,9427,Boite deratisation Batiment operationnel 2,BD-Batiment operationnel 2,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-18 11:59:40.000,2025-03-18 12:29:40.000,3.02,,2025-04-09 11:14:14.443,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,16.5,0.5
36005,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,ZEXT01,Club TM,,,9497,Boite deratisation piscine CTM,BD-Piscine-CTM,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-07 10:59:40.000,2025-03-07 12:14:40.000,7.55,,2025-04-09 10:57:02.314,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,5.458333333333333,1.25
35991,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,TM01,PTEC1,,,9479,Boite deratisation PTEC1,BD_PTEC1,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-07 11:19:40.000,2025-03-07 11:59:40.000,4.05,,2025-04-09 11:00:06.997,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,5.472222222222222,0.6666666666666666
35994,equipement,"Dératisation, désinsectisation et déreptilisation","Dératisation, désinsectisation et déreptilisation",TM1,TM01,PRG1,,,9482,Boite deratisation PRG1,BD_PRG1,3938,"Visite preventive Dératisation, désinsectisation et déreptilisation (Trimestre 1)",T,2025-03-01 23:59:40,2025-03-20 23:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-03-07 10:29:40.000,2025-03-11 14:59:40.000,607.02,,2025-04-09 11:02:56.985,SUP-TMU-EQ- 03,85.0,,,,,,,,,,,,5.4375,100.5
56704,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N8,,,17440,Défense 10,PAC8_DEF10,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-05 14:39:40.000,2025-03-05 14:59:40.000,176.63,,2025-04-09 14:52:00.118,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,3.611111111111111,0.3333333333333333
56726,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N5,,,17380,Défense 10,PAC5_DEF10,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 09:39:40.000,2025-03-04 09:59:40.000,176.63,,2025-04-09 13:21:51.777,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.4027777777777777,0.3333333333333333
56715,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N6-7,,,17422,Défense 03,PAC6_DEF03,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 11:19:40.000,2025-03-04 11:39:40.000,176.63,,2025-04-09 13:28:42.998,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.4722222222222223,0.3333333333333333
56714,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N6-7,,,17421,Défense 04,PAC6_DEF04,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 11:39:40.000,2025-03-04 11:59:40.000,176.63,,2025-04-09 13:33:55.024,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.486111111111111,0.3333333333333333
56763,infrastructure,Ouvrages d'amarrage et d'accostage,Défense,PPR,PPR01,Poste N7,,,17404,Défense 04,PAC7_DEF04,6007,Visite préventive défense  (Trimestre 1),T,2025-03-01 23:59:40,2025-03-30 23:59:40,TMPA,AQUA FLOR PROTECT ,Réalisé,Non,100.0,2025-03-04 16:39:40.000,2025-03-04 16:59:40.000,176.63,,2025-04-09 14:14:47.948,SUP-AFP-OUV- 01,61.0,,,,,,,,,,,,2.6944444444444446,0.3333333333333333
