article,total_demand,avg_demand_per_request,demand_std,current_stock,famille,total_cost,daily_demand,reorder_point,needs_reorder,suggested_order_qty
Cheville métallique Ø20x80 avec tige filetée à expansion,24.0,4.8,2.2803508501982757,76,ELECTROMECANIQUE,672.0,0.025052192066805846,3.5958916197650543,False,0.0
Ruban adhésif électricien (scotch) (noir-jaune-vert-rouge),20.0,6.666666666666667,2.8867513459481287,10,INCENDIE,200.0,0.020876826722338204,4.47626480597856,False,0.0
Ruban adhésif noire MEDHUB,77.0,3.08,3.740766409886259,33,ELECTRICITE,50050.0,0.08037578288100208,6.173780094996403,False,0.0
Ruban adhésif noire,432.0,2.823529411764706,5.486967390600281,30,ELECTRICITE,280800.0,0.4509394572025052,11.387027286317958,False,0.0
Ruban adhésif aluminium,145.0,4.142857142857143,2.756200039086819,9,CLIMATISATION,8700.0,0.151356993736952,5.193799014788892,False,1.0
Lampe LED B22 15W 6500K MEDHUB,41.0,3.4166666666666665,3.1466673086799553,22,ELECTRICITE,410.0,0.04279749478079332,5.019583426485486,False,0.0
Roulette petite axe de porte sectionnelle,3.0,1.5,0.7071067811865476,15,MECANIQUE,480.0,0.003131524008350731,1.0825808398382766,False,0.0
Ciment CPJ35 sac de 50KG,221.0,3.507936507936508,7.993693110464702,43,CONSTRUCTION,11492.0,0.23068893528183715,13.605362212669913,False,0.0
Roulements de guidage pour passerelle piétonne ZRS 00363,1.0,1.0,0.0,9,MECANIQUE,4500.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Cheville plastique Ø 12,861.0,20.5,23.649111776235443,832,DIVERS,68880.0,0.8987473903966597,41.76489939712978,False,0.0
Cheville plastique Ø08,1248.0,33.729729729729726,44.515695514583925,218,DIVERS,97075.0,1.302713987473904,75.89254118419322,False,0.0
Roue de portail-FORTE CHARGE 350KG,1.0,1.0,0.0,14,DIVERS,450.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Roue de portail - Forte charge 400KG,6.0,2.0,0.0,15,DIVERS,3600.0,0.006263048016701462,0.04384133611691023,False,0.0
Roue de portail - Forte charge 300KG,62.0,1.7714285714285714,0.8075276096432458,44,DIVERS,21700.0,0.06471816283924843,1.6643185543396077,False,0.0
Cheville plastique Ø10,986.0,24.048780487804876,41.30674958134093,185,DIVERS,63200.0,1.0292275574112735,69.1647172738903,False,0.0
Rondelle Ø16mm,218.0,24.22222222222222,31.25211103980729,90,DIVERS,218.0,0.22755741127348644,48.47106843862534,False,7.0
Rondelle Ø12mm,172.0,24.571428571428573,34.539142736211346,128,DIVERS,120.4,0.17954070981210857,53.06549907300178,False,0.0
Lampe LED E27 15W  6500K	,18.0,9.0,1.4142135623730951,320,ELECTRICITE,4500.0,0.018789144050104383,2.2528443519103734,False,0.0
Lampe LED E27 15W 6500K MEDHUB,22.0,2.2,1.5491933384829668,20,ELECTRICITE,5500.0,0.022964509394572025,2.4845415734864544,False,0.0
ROBINET LAVABO MITIJEUR MEDHUB,20.0,1.4285714285714286,1.0894095588038444,11,PLOMBERIE,16400.0,0.020876826722338204,1.780252125262134,False,0.0
