article,total_demand,avg_demand_per_request,demand_std,current_stock,famille,total_cost,daily_demand,reorder_point,needs_reorder,suggested_order_qty
Poignée fenêtre aluminium  MEDHUB,21.0,5.25,5.909032633745278,10,MENUISERIE,7560.0,0.021920668058455117,9.016993627027103,False,8.0
Poignée fenêtre aluminium,128.0,5.12,8.043216603656358,19,MENUISERIE,46080.0,0.1336116910229645,13.000106742645288,False,7.0
Mastic acrylique transparent  élastique,22.0,2.75,2.1876275473019366,27,DIVERS,3080.0,0.022964509394572025,3.4421928867149094,False,0.0
Matériel déporté adressable MD4L (Marque Esser),1.0,1.0,0.0,1,INCENDIE,12000.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Module BR100 « AVS électronic »,1.0,1.0,0.0,1,INCENDIE,1482.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Cosse 35,61.0,10.166666666666666,11.754431788336971,27,ELECTRICITE,427.0,0.06367432150313153,18.077367933027375,False,9.0
Poignée aluminium (Pair) MEDHUB,51.0,4.25,6.017021310793693,28,MENUISERIE,33150.0,0.05323590814196242,9.398183323184275,False,0.0
Poignée aluminium (Pair)	,5.0,1.6666666666666667,0.5773502691896257,32,MENUISERIE,3250.0,0.005219206680584551,0.9025598505485305,False,0.0
Plâtre en poudre,1096.0,18.896551724137932,16.75906631320075,179,CONSTRUCTION,1096.0,1.1440501043841336,33.14695020049007,False,0.0
Cosse 95,1.0,1.0,0.0,120,ELECTRICITE,7.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Prise de courant 2P+T blanc,179.0,8.523809523809524,18.51653058112952,104,ELECTRICITE,1790.0,0.18684759916492694,29.08272906584877,False,0.0
Prise de courant apparent IP55 2P+T,53.0,2.12,2.3151673805580453,105,ELECTRICITE,530.0,0.055323590814196244,3.8600162065364416,False,0.0
Diluant D44 toluene,200.0,5.128205128205129,4.730525102595778,250,PEINTURE,4000.0,0.20876826722338204,8.557165524457343,False,0.0
Prise de courant encastré IP55 2P+T,37.0,3.0833333333333335,4.010403138505321,32,ELECTRICITE,259.0,0.038622129436325675,6.2859596138122615,False,0.0
Diluant 5L,294.0,2.5565217391304347,2.2679742268865204,151,PEINTURE,4116.0,0.3068893528183716,5.550186810058381,False,0.0
Raccord union femelle,82.0,6.833333333333333,12.013880860626733,23,PLOMBERIE,820.0,0.08559498956158663,18.619986217871205,False,14.0
Raccord retube chrome 20*1/2 Male,2.0,1.0,0.0,7,PLOMBERIE,32.0,0.0020876826722338203,0.014613778705636741,False,0.0
Raccord retube chrome 20*1/2 Femelle,3.0,1.0,0.0,4,PLOMBERIE,90.0,0.003131524008350731,0.021920668058455117,False,0.0
Raccord polyéthylène Ø63,19.0,9.5,7.7781745930520225,170,PLOMBERIE,475.0,0.019832985386221295,11.806092787281584,False,0.0
Colliers de serrage noir 2.5X200M (100 pcs),23.0,5.75,4.112987559751022,8,INCENDIE,460.0,0.024008350730688934,6.337539794741355,False,5.0
Detecteur chaleur thermovelocimetrique IQ8QUADTD interactif ESSER NF,4.0,1.0,0.0,16,INCENDIE,1790.0,0.0041753653444676405,0.029227557411273482,False,0.0
Raccord polyéthylène Ø20,3.0,1.5,0.7071067811865476,3,PLOMBERIE,24.0,0.003131524008350731,1.0825808398382766,False,0.0
Mamelon plastique mâle-mâle 1/2,5.0,1.6666666666666667,0.5773502691896257,36,PLOMBERIE,100.0,0.005219206680584551,0.9025598505485305,False,0.0
Flexible hydraulique 1/4 « 400 Bar,29.0,1.2608695652173914,0.619192384874173,8,HYDRAULIQUE,11950.0,0.030271398747390398,1.1406883685429925,False,0.0
ROBINET DE SERVICE MEDHUB,5.0,1.25,0.5,10,PLOMBERIE,800.0,0.005219206680584551,0.7865344467640919,False,0.0
Mamelon reduction 3/4 1/2,2.0,1.0,0.0,121,PLOMBERIE,24.0,0.0020876826722338203,0.014613778705636741,False,0.0
Purgeur de Circuite hydraulique de PAC,1.0,1.0,0.0,9,CLIMATISATION,105.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Condensateur 06 µf,12.0,1.2,0.4216370213557839,10,CLIMATISATION,228.0,0.012526096033402923,0.7201382042674963,False,0.0
Condensateur 08 µf,1.0,1.0,0.0,29,CLIMATISATION,19.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Condensateur 10 µf,19.0,2.7142857142857144,2.984084768360628,27,CLIMATISATION,665.0,0.019832985386221295,4.614958050244492,False,0.0
Condensateur 25 µf,1.0,1.0,0.0,18,CLIMATISATION,55.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Condensateur 30 µf,5.0,1.0,0.0,2,CLIMATISATION,195.0,0.005219206680584551,0.03653444676409186,False,0.0
Condensateur 35 µf,10.0,1.25,0.7071067811865476,5,CLIMATISATION,390.0,0.010438413361169102,1.1337290653080052,False,0.0
Projecteur CAPLED FL150W,20.0,20.0,0.0,20,ELECTRICITE,22000.0,0.020876826722338204,0.14613778705636743,False,0.0
Manchon polyéthylène Ø25,5.0,1.25,0.5,28,PLOMBERIE,150.0,0.005219206680584551,0.7865344467640919,False,0.0
Manchon à sertir en aluminium ,31.0,6.2,3.6331804249169903,41,ELECTROMECANIQUE,589.0,0.032359081419624215,5.676284207312856,False,0.0
Condensateur courant,64.0,5.818181818181818,4.468068527186704,17,CLIMATISATION,19200.0,0.06680584551148225,7.169743709360431,False,0.0
"Manchon â sertir de diamétre 16,25,35 mm2",31.0,6.2,1.3038404810405297,37,ELECTRICITE,186.0,0.032359081419624215,2.1822742914981643,False,0.0
Prise de sol 220V,3.0,3.0,0.0,4,ELECTRICITE,1140.0,0.003131524008350731,0.021920668058455117,False,0.0
Plaque de signalisation sanitaire,34.0,34.0,0.0,60,PLOMBERIE,510.0,0.03549060542797495,0.24843423799582465,False,0.0
"Câble capotin 3G2,5	",10.0,1.0,0.0,10,ELECTRICITE,750.0,0.010438413361169102,0.07306889352818371,False,0.0
Moteur de quai niveleur,2.0,1.0,0.0,1,ELECTROMECANIQUE,4000.0,0.0020876826722338203,0.014613778705636741,False,0.0
Moteur pour portail MR300/CR/MVF110,8.0,1.0,0.0,4,ELECTROMECANIQUE,179200.0,0.008350730688935281,0.058455114822546964,False,0.0
POIGNÉE PORTE BOIS (PAIR) MEDHUB,11.0,3.6666666666666665,3.7859388972001824,10,MENUISERIE,5115.0,0.011482254697286013,5.7592841286812755,False,2.0
Coude retube égale Ø16 égale,14.0,2.3333333333333335,1.0327955589886444,13,PLOMBERIE,196.0,0.014613778705636743,1.6514897894224239,False,0.0
Paire de cosses pour batteries,7.0,3.5,2.1213203435596424,18,ELECTRICITE,658.0,0.007306889352818371,3.2331287408091924,False,0.0
"Cuivre avec arma Flex 1/2, 1/4 rouleau 20m MEDHUB",1.0,1.0,0.0,1,CLIMATISATION,50.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Paumelle de porte bois,13.0,1.3,0.6749485577105528,5,MENUISERIE,78.0,0.013569937369519834,1.107412398152468,False,0.0
Paumelle aluminium,168.0,3.574468085106383,3.041343244794141,63,MENUISERIE,21504.0,0.17536534446764093,5.789572278464697,False,0.0
Paumelle INOX,102.0,11.333333333333334,12.757350822173073,31,MENUISERIE,1020.0,0.10647181628392484,19.881328947247084,False,9.0
Parachute pour rail 52x26mm,6.0,2.0,0.0,2,MECANIQUE,7200.0,0.006263048016701462,0.04384133611691023,False,0.0
Parachute cable,13.0,1.8571428571428572,0.37796447300922725,11,MECANIQUE,5850.0,0.013569937369519834,0.6619362711004797,False,0.0
Panneaux sandwich pour porte sectionnelle  dimensions 5000X600X40,2.0,2.0,0.0,1,MECANIQUE,5800.0,0.0020876826722338203,0.014613778705636741,False,0.0
Panneaux sandwich pour porte sectionnelle  dimensions 3500X600X80,2.0,2.0,0.0,4,MECANIQUE,5000.0,0.0020876826722338203,0.014613778705636741,False,0.0
Panneau sandwich Stucco,6.0,3.0,1.4142135623730951,4,MECANIQUE,11400.0,0.006263048016701462,2.165161679676553,False,0.0
Panneau sandwich Standard,4.0,2.0,1.4142135623730951,9,MECANIQUE,7600.0,0.0041753653444676405,2.1505479009709165,False,0.0
Culotte  110 PVC HP,5.0,1.6666666666666667,1.1547005383792517,5,PLOMBERIE,435.0,0.005219206680584551,1.7685852543329694,False,0.0
Panneau inférieur avec profilé et joint bas 3500/600 mm,1.0,1.0,0.0,18,MECANIQUE,2800.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Panneau de porte sectionelle,1.0,1.0,0.0,21,MECANIQUE,2660.0,0.0010438413361169101,0.0073068893528183704,False,0.0
"Panneau ""Vitesse -40-""",1.0,1.0,0.0,3,PANNEAUX DE SIGNALISATION,700.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Culotte 110 PVC HP,18.0,3.6,2.3021728866442674,7,PLOMBERIE,1566.0,0.018789144050104383,3.5847833383171315,False,0.0
"Panneau ""Obligation ""flèche""",1.0,1.0,0.0,1,PANNEAUX DE SIGNALISATION,700.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Culotte 40 45 CPVC HP,23.0,5.75,5.737304826019502,10,PLOMBERIE,28.75,0.024008350730688934,8.774015694144074,False,8.0
Culotte 45 125 PVC HP,19.0,3.8,2.6832815729997477,6,PLOMBERIE,1140.0,0.019832985386221295,4.163753257203171,False,2.0
Panel led carré 3 w,37.0,2.0555555555555554,1.055641551364534,29,ELECTRICITE,1110.0,0.038622129436325675,1.853817233101081,False,0.0
Culotte 45 40 PVC HP,1.0,1.0,0.0,14,PLOMBERIE,60.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Culotte 45 40 PVC HP MEDHUB,1.0,1.0,0.0,10,PLOMBERIE,60.0,0.0010438413361169101,0.0073068893528183704,False,0.0
"Cylindre de serrure TC6 (7,5CM)",14.0,2.3333333333333335,2.8047578623950176,6,DIVERS,3360.0,0.014613778705636743,4.309433244531983,False,3.0
Peinture de traçage rouge 25KG,5.0,2.5,2.1213203435596424,10,PEINTURE,5500.0,0.005219206680584551,3.218514962103556,False,0.0
Peinture de traçage vert 25KG,1.0,1.0,0.0,3,PEINTURE,1100.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Peinture galvanisée à froid,135.0,13.5,17.328524974093373,120,PEINTURE,5940.0,0.1409185803757829,26.97921752377054,False,0.0
Coude 90 40 PVC HP,29.0,2.9,3.071373199943851,24,PLOMBERIE,36.25,0.030271398747390398,4.818959591147509,False,0.0
Cosse à sertir  D25 MEDHUB,4.0,4.0,0.0,12,ELECTRICITE,20.0,0.0041753653444676405,0.029227557411273482,False,0.0
Moulure auto-adhesive,138.0,13.8,10.891382934330341,61,ELECTRICITE,12006.0,0.1440501043841336,17.34542513218445,False,0.0
Coude 45 110 PVC HP,69.0,4.3125,4.362243306679106,52,PLOMBERIE,2346.0,0.0720250521920668,7.047540325363127,False,0.0
Multiprises rackable,8.0,2.0,0.0,14,ELECTRICITE,1994.0,0.008350730688935281,0.058455114822546964,False,0.0
Coude 45 40 PVC HP,14.0,2.8,1.4832396974191326,62,PLOMBERIE,476.0,0.014613778705636743,2.3271559970681563,False,0.0
Câble acier 4mm,22.0,11.0,1.4142135623730951,210,MECANIQUE,110.0,0.022964509394572025,2.282071909321647,False,0.0
Mécanisme chasse d'eau pour WC standard et suspendu,157.0,1.4403669724770642,1.480935594296605,9,PLOMBERIE,109900.0,0.1638830897703549,3.3685850198373917,False,0.0
Coude 90 110 PEHD HP,100.0,50.0,0.0,20,PLOMBERIE,1000.0,0.10438413361169102,0.7306889352818371,False,0.0
Coude 90 110 PVC HP,33.0,4.125,2.948970764763288,52,PLOMBERIE,1122.0,0.03444676409185804,4.664583495787938,False,0.0
Mécanisme chasse d'eau pour WC standard et suspendu	,2.0,1.0,0.0,35,PLOMBERIE,1400.0,0.0020876826722338203,0.014613778705636741,False,0.0
Mécanisme chasse d'eau pour WC standard et suspendu MEDHUB,27.0,1.2857142857142858,0.9023778112773575,8,PLOMBERIE,18900.0,0.028183716075156576,1.5508527294421321,False,0.0
Coude polyéthylène Ø20 EGAL,9.0,1.8,1.3038404810405297,25,PLOMBERIE,225.0,0.009394572025052192,2.02152272573616,False,0.0
Peinture laque 20 KG blanc,337.0,2.261744966442953,2.288029877056284,94,PEINTURE,229160.0,0.35177453027139877,5.894466527484218,False,0.0
Coude polyéthylène Ø20 MAL,13.0,1.625,0.7440238091428449,7,PLOMBERIE,325.0,0.013569937369519834,1.211025275300906,False,0.0
Plaque alvéolaires en polycarbonate ep 10mm,1.0,1.0,0.0,2,DIVERS,2500.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Coude polyéthylène Ø40,3.0,1.0,0.0,22,PLOMBERIE,51.0,0.003131524008350731,0.021920668058455117,False,0.0
PARAF.24KV NORMAL 610MM YH10W-24KVE2,1.0,1.0,0.0,1,ELECTRICITE,2100.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Pistolet de lavage a haute pression KPS 65,1.0,1.0,0.0,1,PLOMBERIE,1250.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Peinture trottoir rouge 25KG,16.0,2.0,1.7728105208558367,13,PEINTURE,16000.0,0.016701461377870562,2.776126010928849,False,0.0
Peinture trottoir blanc 25KG,27.0,2.4545454545454546,3.2973818815428815,14,PEINTURE,27000.0,0.028183716075156576,5.143358834840418,False,0.0
PEINTURE GLYCEROPHTALIQUE MATE,367.0,17.476190476190474,20.461229307202068,44,PEINTURE,10276.0,0.38308977035490605,33.37347235328745,False,23.0
Peinture laque 5 KG vert,2.0,2.0,0.0,30,PEINTURE,340.0,0.0020876826722338203,0.014613778705636741,False,0.0
Coude pvc  Ø110/87°,32.0,4.0,4.20883424647321,11,PLOMBERIE,512.0,0.033402922755741124,6.547071829000004,False,2.0
Coude pvc  Ø50/45°,18.0,1.6363636363636365,0.8090398349558905,4,PLOMBERIE,234.0,0.018789144050104383,1.3450837607845665,False,0.0
Collier Ø35 atlas,2.0,2.0,0.0,26,DIVERS,24.0,0.0020876826722338203,0.014613778705636741,False,0.0
Raccord union égale,21.0,2.625,1.8468119248354136,10,PLOMBERIE,210.0,0.021920668058455117,2.9236625636623064,False,0.0
Interrupteur double allumage,10.0,1.25,0.7071067811865476,2,ELECTRICITE,120.0,0.010438413361169102,1.1337290653080052,False,0.0
Serrure porte BOIS TMSA,1.0,1.0,0.0,10,MENUISERIE,420.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Joint fibre 3/4 clim,4.0,4.0,0.0,126,CLIMATISATION,16.0,0.0041753653444676405,0.029227557411273482,False,0.0
Joint robinet 3/4,5.0,1.6666666666666667,0.5773502691896257,9,PLOMBERIE,5.0,0.005219206680584551,0.9025598505485305,False,0.0
Serrure CLIDOR,22.0,1.0,0.0,32,MENUISERIE,3564.0,0.022964509394572025,0.16075156576200417,False,0.0
Serrure CF réversible,10.0,1.4285714285714286,0.5345224838248488,2,MECANIQUE,4000.0,0.010438413361169102,0.8748526192654569,False,0.0
Disjoncteur divisionnaire 25A 2 pôles 220V,20.0,20.0,0.0,5,ELECTRICITE,200.0,0.020876826722338204,0.14613778705636743,False,0.0
Selecteur a clé,8.0,1.3333333333333333,0.816496580927726,2,ELECTRICITE,448.0,0.008350730688935281,1.283199986214136,False,1.0
Kit Joint 1/2 3/4 2/8,11.0,5.5,6.363961030678928,43,PLOMBERIE,22.0,0.011482254697286013,9.626317328899393,False,0.0
Kit de deux butoirs en acier,5.0,1.0,0.0,1,MECANIQUE,25000.0,0.005219206680584551,0.03653444676409186,False,0.0
Kit de fixation pour cuvette standard,32.0,4.571428571428571,3.6903993847614407,34,PLOMBERIE,96.0,0.033402922755741124,5.769419536432348,False,0.0
Scotch aluminium haut température,5.0,5.0,0.0,5,CLIMATISATION,435.0,0.005219206680584551,0.03653444676409186,False,0.0
Charnière en acier de 3 mm d'épaisseur,1.0,1.0,0.0,19,MECANIQUE,300.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Sable de mer 50 KG,88.0,3.52,1.8055470085267789,37,CONSTRUCTION,2640.0,0.0918580375782881,3.351326775838185,False,0.0
SIKA LATEX,4.0,4.0,0.0,52,CONSTRUCTION,240.0,0.0041753653444676405,0.029227557411273482,False,0.0
Kit de fixation réglable pour lavabo,119.0,7.0,8.463155439905378,120,PLOMBERIE,1785.0,0.12421711899791232,13.564252992843453,False,0.0
Chauffeau électrique 30L,25.0,1.1363636363636365,0.3512500866571044,3,PLOMBERIE,87500.0,0.026096033402922755,0.7095473638061158,False,0.0
Chauffeau électrique 30L  MEDHUB,2.0,1.0,0.0,3,PLOMBERIE,7000.0,0.0020876826722338203,0.014613778705636741,False,0.0
Réglette étanch 1Xtube LED 127 Cm 1x25W classe M0,10.0,1.25,0.4629100498862757,2,ELECTRICITE,2300.0,0.010438413361169102,0.7674339683575973,False,0.0
"Réglette Philips 600mm, Réf: WT198C LED19S/865 PSU L600",22.0,7.333333333333333,10.96965511460289,98,ELECTRICITE,7700.0,0.022964509394572025,16.615234237666343,False,0.0
"Réglette Philips 1200mm, Réf: WT120 G2 LED40S/840 PSU L1200 ",22.0,7.333333333333333,5.8594652770823155,40,ELECTRICITE,10560.0,0.022964509394572025,8.949949481385477,False,0.0
Réglette LED 2x18W Etanche MEDHUB,39.0,3.25,2.8643577734887544,16,ELECTRICITE,975.0,0.0407098121085595,4.581505344993048,False,0.0
Kit douchette WC avec accessoires,74.0,2.242424242424242,2.121766702395421,83,PLOMBERIE,26640.0,0.07724425887265135,3.723359865701691,False,0.0
Cheville Embase,400.0,33.333333333333336,34.90593420070923,1230,DIVERS,24000.0,0.4175365344467641,55.2816570421912,False,0.0
Kit douchette WC avec accessoires	,1.0,1.0,0.0,35,PLOMBERIE,360.0,0.0010438413361169101,0.0073068893528183704,False,0.0
"Réduction laiton à visser MF 1""-3/4",5.0,1.6666666666666667,0.5773502691896258,31,PLOMBERIE,130.0,0.005219206680584551,0.9025598505485307,False,0.0
"Réduction laiton à visser MF  1"" - 1/2",6.0,1.5,1.0,8,PLOMBERIE,138.0,0.006263048016701462,1.5438413361169103,False,0.0
Joint d'étanchéité latéral pour porte sectionnelle,6.0,3.0,0.0,61,ELECTROMECANIQUE,60.0,0.006263048016701462,0.04384133611691023,False,0.0
Cylindre de serrure de condamnation,151.0,1.641304347826087,2.5830449777160216,9,MENUISERIE,9060.0,0.15762004175365343,4.977907758849606,False,1.0
Reducteur pvc 110*40,9.0,4.5,4.949747468305833,34,PLOMBERIE,144.0,0.009394572025052192,7.490383206634114,False,0.0
Serrure porte en aluminium MEDHUB,26.0,4.333333333333333,5.163977794943222,14,MENUISERIE,11700.0,0.027139874739039668,7.935945815588112,False,2.0
Cadres Legrand 4P,1.0,1.0,0.0,3,ELECTRICITE,25.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Capteur de pression de circuit hydraulique de PAC,1.0,1.0,0.0,2,CLIMATISATION,1427.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Capteur numérique de marque Giropes de 40 Tonnes,2.0,2.0,0.0,2,ELECTRONIQUE,7000.0,0.0020876826722338203,0.014613778705636741,False,0.0
Interrupteur double allumage blanc MEDHUB,1.0,1.0,0.0,3,ELECTRICITE,2.5,0.0010438413361169101,0.0073068893528183704,False,0.0
Capteur numérique de marque Precia CDL de 30 Tonnes,8.0,8.0,0.0,2,ELECTRONIQUE,88000.0,0.008350730688935281,0.058455114822546964,False,0.0
Distributeur serviette zigzag INOX,16.0,1.3333333333333333,0.778498944161523,6,PLOMBERIE,29600.0,0.016701461377870562,1.2846586458873783,False,0.0
Distributeur savon liquide plastique MEDHUB,26.0,2.6,1.2649110640673518,19,PLOMBERIE,15600.0,0.027139874739039668,2.087345719274305,False,0.0
Distributeur savon liquide INOX TMSA,4.0,1.3333333333333333,0.5773502691896258,7,PLOMBERIE,2800.0,0.0041753653444676405,0.8952529611957123,False,0.0
Siphon de sol anti-odeur inoxydable MEDHUB,1.0,1.0,0.0,19,PLOMBERIE,60.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Siphon de sol anti-odeur inoxydable,62.0,10.333333333333334,19.4593593591019,43,PLOMBERIE,3720.0,0.06471816283924843,29.64206617852759,False,16.0
Siphon de sol  plastique 20*20 Sans cache,1.0,1.0,0.0,2,PLOMBERIE,40.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Distributeur savon liquide INOX MEDHUB,13.0,1.1818181818181819,0.4045199174779452,15,PLOMBERIE,9100.0,0.013569937369519834,0.7017694378035566,False,0.0
Distributeur savon liquide INOX,320.0,1.6161616161616161,1.8995434701705103,35,PLOMBERIE,224000.0,0.33402922755741127,5.187519798157645,False,0.0
Siphon de sol  inox 15*15,33.0,2.0625,1.8427786989579986,8,PLOMBERIE,3960.0,0.03444676409185804,3.0052953970800043,False,0.0
Siphon de sol  inox 10*10,35.0,1.8421052631578947,1.344253526630914,9,PLOMBERIE,3325.0,0.03653444676409186,2.272121417295014,False,0.0
Siphon de lavabo MEDHUB,13.0,1.4444444444444444,0.5270462766947299,13,PLOMBERIE,2080.0,0.013569937369519834,0.8855589766287337,False,0.0
Siphon de lavabo,158.0,1.6288659793814433,1.757837139479852,55,PLOMBERIE,25280.0,0.1649269311064718,3.7912442269650803,False,0.0
Carte électronique de moteur porte sectionnelle référence (UST 1KL),4.0,1.0,0.0,4,ELECTROMECANIQUE,16000.0,0.0041753653444676405,0.029227557411273482,False,0.0
Interrupteur simple allumage MEDHUB,18.0,3.0,2.280350850198276,16,ELECTRICITE,180.0,0.018789144050104383,3.5520502836481445,False,0.0
Interrupteur simple allumage blanc,80.0,26.666666666666668,17.559422921421234,36,ELECTRICITE,800.0,0.08350730688935282,26.92368553035732,False,18.0
Interrupteur simple allumage encastré,30.0,1.3636363636363635,0.6579516949597689,2,ELECTRICITE,840.0,0.031315240083507306,1.2061342230242045,False,0.0
Distributeur papier hygiénique Inox,269.0,2.514018691588785,2.8495762213277893,23,PLOMBERIE,228650.0,0.2807933194154488,6.239917567899826,False,0.0
Interrupteur simple allumage étanche apparent,24.0,1.263157894736842,0.5619514869490163,10,ELECTRICITE,528.0,0.025052192066805846,1.0182925748911653,False,0.0
Serrure porte en bois,148.0,3.0833333333333335,3.9455514046232905,33,MENUISERIE,62160.0,0.1544885177453027,6.9997467311520545,False,0.0
Serrure porte en aluminium TMSA,2.0,2.0,0.0,23,MENUISERIE,900.0,0.0020876826722338203,0.014613778705636741,False,0.0
Kit douchette WC avec accessoires MEDHUB,7.0,1.0,0.0,16,PLOMBERIE,2520.0,0.007306889352818371,0.0511482254697286,False,0.0
Réduction PVC Ø75-50,3.0,1.5,0.7071067811865476,3,PLOMBERIE,18.0,0.003131524008350731,1.0825808398382766,False,0.0
Réduction PVC Ø75-40,10.0,3.3333333333333335,4.041451884327381,10,PLOMBERIE,60.0,0.010438413361169102,6.135246720019255,False,2.0
Réduction PVC Ø100/40,6.0,1.0,0.0,7,PLOMBERIE,66.0,0.006263048016701462,0.04384133611691023,False,0.0
Robinet équerre,107.0,2.018867924528302,5.212745349465525,24,PLOMBERIE,17120.0,0.11169102296450939,8.600955184949854,False,0.0
Robinet équaire 1/2*3/4,22.0,2.2,1.3165611772087666,6,PLOMBERIE,1540.0,0.022964509394572025,2.135593331575154,False,0.0
Robinet temporisé vasque ,1.0,1.0,0.0,6,PLOMBERIE,0.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Disjoncteur différentiel 32 A 300mA 4 Pôles 380V,2.0,2.0,0.0,1,ELECTRICITE,20.0,0.0020876826722338203,0.014613778705636741,False,0.0
Lampe P38 18W,4.0,2.0,1.4142135623730951,4,ELECTRICITE,700.0,0.0041753653444676405,2.1505479009709165,False,0.0
Coiffe d'acrotère lot 120 (similaire à l'existant),8.0,8.0,0.0,4,DIVERS,3360.0,0.008350730688935281,0.058455114822546964,False,0.0
Robinet douche mitigeur avec accessoires MEDHUB,7.0,1.1666666666666667,0.408248290463863,11,PLOMBERIE,4760.0,0.007306889352818371,0.6635206611655231,False,0.0
Robinet douche mitigeur avec accessoires,89.0,2.966666666666667,3.9955434944562866,12,PLOMBERIE,60520.0,0.09290187891440502,6.6436283940852645,False,1.0
Colle PVC,62.0,1.1272727272727272,0.5790971726347275,9,PLOMBERIE,16120.0,0.06471816283924843,1.3216728988268303,False,0.0
Colle bois,6.0,1.0,0.0,14,MENUISERIE,432.0,0.006263048016701462,0.04384133611691023,False,0.0
Robinet cuisine mitigeur (Mur) MEDHUB,1.0,1.0,0.0,8,PLOMBERIE,750.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Robinet cuisine mitigeur (Mur),15.0,3.0,3.9370039370059056,11,PLOMBERIE,11250.0,0.015657620041753653,6.015109245801134,False,1.0
Robinet OM,15.0,1.1538461538461537,0.554700196225229,1,PLOMBERIE,1275.0,0.015657620041753653,0.9416536346301192,False,1.0
Colle pour carrelage,200.0,100.0,0.0,50,PEINTURE,240.0,0.20876826722338204,1.4613778705636742,False,0.0
Lampe projecteur 150w RS7,1.0,1.0,0.0,79,ELECTRICITE,160.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Collier de fixation tube Ø100,1.0,1.0,0.0,11,PLOMBERIE,10.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Revit  ,20.0,20.0,0.0,150,DIVERS,20.0,0.020876826722338204,0.14613778705636743,False,0.0
Collier de fixation tube Ø110,5.0,1.6666666666666667,0.5773502691896257,7,PLOMBERIE,60.0,0.005219206680584551,0.9025598505485305,False,0.0
Collier de fixation tube Ø50,7.0,3.5,3.5355339059327378,7,PLOMBERIE,35.0,0.007306889352818371,5.354449084368835,False,4.0
Ressort gauche standard de porte sectionnelle,1.0,1.0,0.0,2,MECANIQUE,1993.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Collier de fixation tube Ø75,10.0,2.0,1.414213562373095,3,PLOMBERIE,80.0,0.010438413361169102,2.194389237087826,False,1.0
Lampe projecteur 70W,19.0,19.0,0.0,2,ELECTRICITE,1520.0,0.019832985386221295,0.13883089770354906,False,0.0
Lampe projecteur 70w RS7,1.0,1.0,0.0,49,ELECTRICITE,140.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Lampes LED B22 15W 6500K,419.0,2.205263157894737,2.568629157836399,183,ELECTRICITE,4190.0,0.4373695198329854,6.914530375585496,False,0.0
Lampes LED B22 15W 6500K	,1.0,1.0,0.0,60,ELECTRICITE,10.0,0.0010438413361169101,0.0073068893528183704,False,0.0
Ciment blanc,28.0,4.0,7.937253933193772,47,CONSTRUCTION,1624.0,0.029227557411273485,12.110473801669572,False,0.0
Robinet équerre MEDHUB,33.0,2.2,2.8081514000698546,9,PLOMBERIE,5280.0,0.03444676409185804,4.453354448747788,False,0.0
Ciment CPJ45 sac de 50KG,201.0,2.7162162162162162,6.271309470370448,57,CONSTRUCTION,15678.0,0.20981210855949894,10.875648965472164,False,0.0
Roulette petite axe de porte sectionnelle ,23.0,3.2857142857142856,3.6839419880650364,11,ELECTROMECANIQUE,1495.0,0.024008350730688934,5.693971437212377,False,0.0
Cheville metallique Ø 12,241.0,10.041666666666666,10.101567535123777,120,DIVERS,482.0,0.25156576200417535,16.913311636714894,False,0.0
Réduction 40/32 double sortie PEHD,38.0,4.75,4.652188425123938,136,PLOMBERIE,380.0,0.03966597077244259,7.2559444330930045,False,0.0
La graisse à base de lithium EP2 MEDHUB,20.0,10.0,0.0,10,MECANIQUE,100.0,0.020876826722338204,0.14613778705636743,False,0.0
Réduction 100/75 double sortie PEHD,15.0,7.5,9.192388155425117,25,PLOMBERIE,150.0,0.015657620041753653,13.898185573429952,False,3.0
Ruban de téflon,130.0,1.1304347826086956,0.40871512685476713,14,PLOMBERIE,44200.0,0.13569937369519833,1.562968306148539,False,0.0
